date,session,period,price
2024-06-10,I2,1,72.61
2024-06-10,I3,1,74.4
2024-06-10,MD,1,69.41
2024-06-10,I1,2,59.26
2024-06-10,I2,2,55.51
2024-06-10,I3,2,70.4
2024-06-10,MD,2,35.5
2024-06-10,I1,3,53.1
2024-06-10,I2,3,50.1
2024-06-10,I3,3,50.0
2024-06-10,MD,3,38.2
2024-06-10,I1,4,39.91
2024-06-10,I2,4,42.91
2024-06-10,I3,4,42.01
2024-06-10,MD,4,35.01
2024-06-10,I1,5,40.56
2024-06-10,I2,5,43.45
2024-06-10,I3,5,38.5
2024-06-10,MD,5,35.0
2024-06-10,I1,6,45.0
2024-06-10,I2,6,49.01
2024-06-10,I3,6,40.11
2024-06-10,MD,6,35.01
2024-06-10,I1,7,48.14
2024-06-10,I2,7,60.0
2024-06-10,I3,7,50.05
2024-06-10,MD,7,38.5
2024-06-10,I1,8,60.05
2024-06-10,I2,8,59.95
2024-06-10,I3,8,58.05
2024-06-10,MD,8,55.05
2024-06-10,I1,9,50.94
2024-06-10,I2,9,60.0
2024-06-10,I3,9,55.25
2024-06-10,MD,9,35.5
2024-06-10,I1,10,45.45
2024-06-10,I2,10,57.45
2024-06-10,I3,10,58.3
2024-06-10,MD,10,38.3
2024-06-10,I1,11,46.13
2024-06-10,I2,11,70.0
2024-06-10,I3,11,70.4
2024-06-10,MD,11,35.13
2024-06-10,I1,12,47.1
2024-06-10,I2,12,65.1
2024-06-10,I3,12,54.63
2024-06-10,MD,12,35.1
2024-06-10,I1,13,47.51
2024-06-10,I2,13,69.48
2024-06-10,I3,13,65.0
2024-06-10,MD,13,35.01
2024-06-10,I1,14,45.45
2024-06-10,I2,14,60.02
2024-06-10,I3,14,70.0
2024-06-10,MD,14,35.01
2024-06-10,I1,15,42.5
2024-06-10,I2,15,48.0
2024-06-10,I3,15,65.0
2024-06-10,MD,15,35.0
2024-06-10,I1,16,36.91
2024-06-10,I2,16,40.56
2024-06-10,I3,16,45.45
2024-06-10,MD,16,34.8
2024-06-10,I1,17,34.8
2024-06-10,I2,17,39.85
2024-06-10,I3,17,45.45
2024-06-10,MD,17,34.8
2024-06-10,I1,18,37.11
2024-06-10,I2,18,40.0
2024-06-10,I3,18,61.0
2024-06-10,MD,18,35.0
2024-06-10,I1,19,37.0
2024-06-10,I2,19,35.0
2024-06-10,I3,19,46.0
2024-06-10,MD,19,35.0
2024-06-10,I1,20,43.5
2024-06-10,I2,20,43.7
2024-06-10,I3,20,45.45
2024-06-10,MD,20,40.56
2024-06-10,I1,21,71.36
2024-06-10,I2,21,64.54
2024-06-10,I3,21,68.0
2024-06-10,MD,21,71.36
2024-06-10,I1,22,83.75
2024-06-10,I2,22,81.77
2024-06-10,I3,22,79.76
2024-06-10,MD,22,86.75
2024-06-10,I1,23,69.48
2024-06-10,I2,23,67.48
2024-06-10,I3,23,66.5
2024-06-10,MD,23,71.48
2024-06-10,I1,24,68.06
2024-06-10,I2,24,65.08
2024-06-10,I3,24,70.0
2024-06-10,MD,24,70.06
2024-06-11,I1,1,97.3
2024-06-11,I2,1,88.77
2024-06-11,I3,1,94.79
2024-06-11,MD,1,98.3
2024-06-11,I1,2,94.09
2024-06-11,I2,2,85.58
2024-06-11,I3,2,90.8
2024-06-11,MD,2,95.09
2024-06-11,I1,3,83.83
2024-06-11,I2,3,84.65
2024-06-11,I3,3,89.42
2024-06-11,MD,3,84.83
2024-06-11,I1,4,77.2
2024-06-11,I2,4,78.2
2024-06-11,I3,4,83.19
2024-06-11,MD,4,78.2
2024-06-11,I1,5,77.2
2024-06-11,I2,5,78.2
2024-06-11,I3,5,79.68
2024-06-11,MD,5,78.2
2024-06-11,I1,6,84.41
2024-06-11,I2,6,85.41
2024-06-11,I3,6,88.77
2024-06-11,MD,6,85.41
2024-06-11,I1,7,82.2
2024-06-11,I2,7,77.73
2024-06-11,I3,7,83.51
2024-06-11,MD,7,71.48
2024-06-11,I1,8,103.89
2024-06-11,I2,8,95.34
2024-06-11,I3,8,100.0
2024-06-11,MD,8,90.34
2024-06-11,I1,9,97.13
2024-06-11,I2,9,88.28
2024-06-11,I3,9,91.86
2024-06-11,MD,9,98.13
2024-06-11,I1,10,73.0
2024-06-11,I2,10,68.0
2024-06-11,I3,10,66.78
2024-06-11,MD,10,70.0
2024-06-11,I1,11,49.8
2024-06-11,I2,11,49.8
2024-06-11,I3,11,50.8
2024-06-11,MD,11,44.8
2024-06-11,I1,12,47.99
2024-06-11,I2,12,47.3
2024-06-11,I3,12,48.3
2024-06-11,MD,12,42.3
2024-06-11,I1,13,47.38
2024-06-11,I2,13,46.2
2024-06-11,I3,13,47.2
2024-06-11,MD,13,41.2
2024-06-11,I1,14,45.0
2024-06-11,I2,14,45.0
2024-06-11,I3,14,46.0
2024-06-11,MD,14,40.0
2024-06-11,I1,15,39.01
2024-06-11,I2,15,40.02
2024-06-11,I3,15,41.02
2024-06-11,MD,15,35.02
2024-06-11,I1,16,38.01
2024-06-11,I2,16,39.93
2024-06-11,I3,16,24.51
2024-06-11,MD,16,35.01
2024-06-11,I1,17,35.01
2024-06-11,I2,17,33.01
2024-06-11,I3,17,17.62
2024-06-11,MD,17,35.01
2024-06-11,I1,18,40.32
2024-06-11,I2,18,41.43
2024-06-11,I3,18,41.13
2024-06-11,MD,18,35.13
2024-06-11,I1,19,49.61
2024-06-11,I2,19,48.0
2024-06-11,I3,19,49.0
2024-06-11,MD,19,43.0
2024-06-11,I1,20,69.05
2024-06-11,I2,20,65.05
2024-06-11,I3,20,60.02
2024-06-11,MD,20,66.05
2024-06-11,I1,21,76.66
2024-06-11,I2,21,73.17
2024-06-11,I3,21,68.0
2024-06-11,MD,21,71.12
2024-06-11,I1,22,82.98
2024-06-11,I2,22,83.42
2024-06-11,I3,22,82.9
2024-06-11,MD,22,85.41
2024-06-11,I1,23,80.29
2024-06-11,I2,23,80.31
2024-06-11,I3,23,77.29
2024-06-11,MD,23,77.29
2024-06-11,I1,24,73.13
2024-06-11,I2,24,75.13
2024-06-11,I3,24,80.13
2024-06-11,MD,24,70.13
2024-06-12,I1,1,88.12
2024-06-12,I2,1,90.98
2024-06-12,I3,1,90.98
2024-06-12,MD,1,83.13
2024-06-12,I1,2,72.53
2024-06-12,I2,2,67.54
2024-06-12,I3,2,66.4
2024-06-12,MD,2,61.4
2024-06-12,I1,3,72.53
2024-06-12,I2,3,63.78
2024-06-12,I3,3,51.58
2024-06-12,MD,3,61.58
2024-06-12,I1,4,66.11
2024-06-12,I2,4,61.2
2024-06-12,I3,4,45.1
2024-06-12,MD,4,60.1
2024-06-12,I1,5,57.1
2024-06-12,I2,5,55.2
2024-06-12,I3,5,42.1
2024-06-12,MD,5,55.2
2024-06-12,I1,6,55.2
2024-06-12,I2,6,49.68
2024-06-12,I3,6,46.92
2024-06-12,MD,6,55.2
2024-06-12,I1,7,75.0
2024-06-12,I2,7,65.0
2024-06-12,I3,7,80.0
2024-06-12,MD,7,60.0
2024-06-12,I1,8,87.0
2024-06-12,I2,8,85.0
2024-06-12,I3,8,87.0
2024-06-12,MD,8,90.34
2024-06-12,I1,9,60.55
2024-06-12,I2,9,65.9
2024-06-12,I3,9,66.0
2024-06-12,MD,9,75.0
2024-06-12,I1,10,37.52
2024-06-12,I2,10,45.03
2024-06-12,I3,10,41.5
2024-06-12,MD,10,42.5
2024-06-12,I1,11,21.19
2024-06-12,I2,11,30.91
2024-06-12,I3,11,15.52
2024-06-12,MD,11,35.02
2024-06-12,I1,12,7.89
2024-06-12,I2,12,15.0
2024-06-12,I3,12,8.0
2024-06-12,MD,12,35.01
2024-06-12,I1,13,11.0
2024-06-12,I2,13,17.01
2024-06-12,I3,13,14.0
2024-06-12,MD,13,35.01
2024-06-12,I1,14,17.0
2024-06-12,I2,14,23.0
2024-06-12,I3,14,18.01
2024-06-12,MD,14,35.01
2024-06-12,I1,15,12.67
2024-06-12,I2,15,18.0
2024-06-12,I3,15,13.0
2024-06-12,MD,15,33.0
2024-06-12,I1,16,-0.66
2024-06-12,I2,16,2.25
2024-06-12,I3,16,2.25
2024-06-12,MD,16,12.25
2024-06-12,I1,17,0.43
2024-06-12,I2,17,3.43
2024-06-12,I3,17,4.43
2024-06-12,MD,17,10.43
2024-06-12,I1,18,0.0
2024-06-12,I2,18,15.0
2024-06-12,I3,18,5.73
2024-06-12,MD,18,25.73
2024-06-12,I1,19,37.0
2024-06-12,I2,19,38.71
2024-06-12,I3,19,36.0
2024-06-12,MD,19,40.0
2024-06-12,I1,20,55.1
2024-06-12,I2,20,51.1
2024-06-12,I3,20,52.0
2024-06-12,MD,20,55.1
2024-06-12,I1,21,70.0
2024-06-12,I2,21,65.1
2024-06-12,I3,21,65.51
2024-06-12,MD,21,75.0
2024-06-12,I1,22,96.27
2024-06-12,I2,22,89.34
2024-06-12,I3,22,91.21
2024-06-12,MD,22,101.34
2024-06-12,I1,23,94.44
2024-06-12,I2,23,88.12
2024-06-12,I3,23,90.98
2024-06-12,MD,23,100.98
2024-06-12,I1,24,75.17
2024-06-12,I2,24,82.02
2024-06-12,I3,24,84.49
2024-06-12,MD,24,85.17
2024-06-13,I1,1,91.85
2024-06-13,I2,1,78.85
2024-06-13,I3,1,62.0
2024-06-13,MD,1,97.86
2024-06-13,I1,2,88.82
2024-06-13,I2,2,78.1
2024-06-13,I3,2,56.67
2024-06-13,MD,2,93.1
2024-06-13,I1,3,86.46
2024-06-13,I2,3,75.35
2024-06-13,I3,3,50.0
2024-06-13,MD,3,90.34
2024-06-13,I1,4,90.26
2024-06-13,I2,4,80.26
2024-06-13,I3,4,50.0
2024-06-13,MD,4,95.26
2024-06-13,I1,5,95.42
2024-06-13,I2,5,81.46
2024-06-13,I3,5,57.1
2024-06-13,MD,5,101.76
2024-06-13,I1,6,100.0
2024-06-13,I2,6,81.7
2024-06-13,I3,6,50.0
2024-06-13,MD,6,105.36
2024-06-13,I1,7,107.75
2024-06-13,I2,7,75.51
2024-06-13,I3,7,54.87
2024-06-13,MD,7,120.0
2024-06-13,I1,8,118.1
2024-06-13,I2,8,100.0
2024-06-13,I3,8,63.05
2024-06-13,MD,8,130.0
2024-06-13,I1,9,85.65
2024-06-13,I2,9,79.0
2024-06-13,I3,9,71.07
2024-06-13,MD,9,90.0
2024-06-13,I1,10,72.94
2024-06-13,I2,10,72.94
2024-06-13,I3,10,42.94
2024-06-13,MD,10,72.94
2024-06-13,I1,11,38.52
2024-06-13,I2,11,47.46
2024-06-13,I3,11,39.27
2024-06-13,MD,11,35.02
2024-06-13,I1,12,35.0
2024-06-13,I2,12,40.83
2024-06-13,I3,12,39.25
2024-06-13,MD,12,35.0
2024-06-13,I1,13,27.9
2024-06-13,I2,13,32.7
2024-06-13,I3,13,31.9
2024-06-13,MD,13,33.9
2024-06-13,I1,14,1.65
2024-06-13,I2,14,14.48
2024-06-13,I3,14,18.98
2024-06-13,MD,14,10.0
2024-06-13,I1,15,0.0
2024-06-13,I2,15,0.0
2024-06-13,I3,15,0.0
2024-06-13,MD,15,0.0
2024-06-13,I1,16,-1.0
2024-06-13,I2,16,-1.0
2024-06-13,I3,16,-1.0
2024-06-13,MD,16,0.0
2024-06-13,I1,17,-1.35
2024-06-13,I2,17,-1.0
2024-06-13,I3,17,-3.0
2024-06-13,MD,17,0.0
2024-06-13,I1,18,0.0
2024-06-13,I2,18,8.24
2024-06-13,I3,18,4.49
2024-06-13,MD,18,5.49
2024-06-13,I1,19,11.0
2024-06-13,I2,19,19.64
2024-06-13,I3,19,9.0
2024-06-13,MD,19,14.74
2024-06-13,I1,20,43.96
2024-06-13,I2,20,45.46
2024-06-13,I3,20,30.45
2024-06-13,MD,20,35.45
2024-06-13,I1,21,85.65
2024-06-13,I2,21,85.2
2024-06-13,I3,21,74.21
2024-06-13,MD,21,82.1
2024-06-13,I1,22,112.94
2024-06-13,I2,22,112.81
2024-06-13,I3,22,105.89
2024-06-13,MD,22,111.81
2024-06-13,I1,23,110.83
2024-06-13,I2,23,109.9
2024-06-13,I3,23,104.81
2024-06-13,MD,23,109.81
2024-06-13,I1,24,95.51
2024-06-13,I2,24,99.36
2024-06-13,I3,24,95.0
2024-06-13,MD,24,95.26
2024-06-14,I2,1,88.86
2024-06-14,I3,1,
2024-06-14,MD,1,78.86
2024-06-14,I2,2,80.75
2024-06-14,I3,2,
2024-06-14,MD,2,76.44
2024-06-14,I2,3,75.72
2024-06-14,I3,3,
2024-06-14,MD,3,75.72
2024-06-14,I2,4,75.3
2024-06-14,I3,4,
2024-06-14,MD,4,75.3
2024-06-14,I2,5,75.72
2024-06-14,I3,5,
2024-06-14,MD,5,75.72
2024-06-14,I2,6,78.02
2024-06-14,I3,6,
2024-06-14,MD,6,78.02
2024-06-14,I2,7,81.43
2024-06-14,I3,7,
2024-06-14,MD,7,79.1
2024-06-14,I2,8,90.0
2024-06-14,I3,8,
2024-06-14,MD,8,90.0
2024-06-14,I2,9,79.34
2024-06-14,I3,9,
2024-06-14,MD,9,79.34
2024-06-14,I2,10,46.0
2024-06-14,I3,10,
2024-06-14,MD,10,45.91
2024-06-14,I2,11,33.01
2024-06-14,I3,11,
2024-06-14,MD,11,35.01
2024-06-14,I2,12,12.2
2024-06-14,I3,12,
2024-06-14,MD,12,12.21
2024-06-14,I2,13,3.19
2024-06-14,I3,13,5.0
2024-06-14,MD,13,3.25
2024-06-14,I2,14,0.0
2024-06-14,I3,14,1.87
2024-06-14,MD,14,0.44
2024-06-14,I2,15,-0.93
2024-06-14,I3,15,0.57
2024-06-14,MD,15,0.02
2024-06-14,I2,16,-1.0
2024-06-14,I3,16,0.0
2024-06-14,MD,16,0.0
2024-06-14,I2,17,-0.6
2024-06-14,I3,17,0.0
2024-06-14,MD,17,0.0
2024-06-14,I2,18,-0.01
2024-06-14,I3,18,0.0
2024-06-14,MD,18,0.0
2024-06-14,I2,19,0.0
2024-06-14,I3,19,1.0
2024-06-14,MD,19,0.96
2024-06-14,I2,20,7.7
2024-06-14,I3,20,6.3
2024-06-14,MD,20,7.0
2024-06-14,I2,21,35.02
2024-06-14,I3,21,35.02
2024-06-14,MD,21,35.02
2024-06-14,I2,22,75.72
2024-06-14,I3,22,75.72
2024-06-14,MD,22,75.72
2024-06-14,I2,23,76.44
2024-06-14,I3,23,76.45
2024-06-14,MD,23,76.44
2024-06-14,I2,24,65.0
2024-06-14,I3,24,52.37
2024-06-14,MD,24,49.36
2024-06-15,I1,1,34.12
2024-06-15,I2,1,27.81
2024-06-15,I3,1,
2024-06-15,MD,1,38.1
2024-06-15,I1,2,35.02
2024-06-15,I2,2,25.0
2024-06-15,I3,2,
2024-06-15,MD,2,35.02
2024-06-15,I1,3,25.0
2024-06-15,I2,3,10.0
2024-06-15,I3,3,
2024-06-15,MD,3,35.02
2024-06-15,I1,4,25.0
2024-06-15,I2,4,10.0
2024-06-15,I3,4,
2024-06-15,MD,4,35.02
2024-06-15,I1,5,20.11
2024-06-15,I2,5,4.47
2024-06-15,I3,5,
2024-06-15,MD,5,35.02
2024-06-15,I1,6,21.02
2024-06-15,I2,6,3.3
2024-06-15,I3,6,
2024-06-15,MD,6,35.02
2024-06-15,I1,7,30.02
2024-06-15,I2,7,10.0
2024-06-15,I3,7,
2024-06-15,MD,7,35.02
2024-06-15,I1,8,25.0
2024-06-15,I2,8,5.0
2024-06-15,I3,8,
2024-06-15,MD,8,35.01
2024-06-15,I1,9,9.84
2024-06-15,I2,9,2.8
2024-06-15,I3,9,
2024-06-15,MD,9,17.8
2024-06-15,I1,10,-5.0
2024-06-15,I2,10,2.38
2024-06-15,I3,10,
2024-06-15,MD,10,0.0
2024-06-15,I1,11,-7.0
2024-06-15,I2,11,-3.0
2024-06-15,I3,11,
2024-06-15,MD,11,-0.01
2024-06-15,I1,12,-7.0
2024-06-15,I2,12,-9.0
2024-06-15,I3,12,
2024-06-15,MD,12,-0.6
2024-06-15,I1,13,-6.51
2024-06-15,I2,13,-5.0
2024-06-15,I3,13,-8.66
2024-06-15,MD,13,-0.25
2024-06-15,I1,14,-5.5
2024-06-15,I2,14,-0.66
2024-06-15,I3,14,-8.66
2024-06-15,MD,14,-0.5
2024-06-15,I1,15,-5.6
2024-06-15,I2,15,-3.0
2024-06-15,I3,15,-8.66
2024-06-15,MD,15,-0.6
2024-06-15,I1,16,-5.72
2024-06-15,I2,16,-3.82
2024-06-15,I3,16,-8.66
2024-06-15,MD,16,-0.72
2024-06-15,I1,17,-5.79
2024-06-15,I2,17,-5.0
2024-06-15,I3,17,-8.66
2024-06-15,MD,17,-0.79
2024-06-15,I1,18,-5.62
2024-06-15,I2,18,-0.85
2024-06-15,I3,18,-2.56
2024-06-15,MD,18,-0.62
2024-06-15,I1,19,0.44
2024-06-15,I2,19,1.4
2024-06-15,I3,19,2.35
2024-06-15,MD,19,0.0
2024-06-15,I1,20,7.09
2024-06-15,I2,20,8.59
2024-06-15,I3,20,7.41
2024-06-15,MD,20,9.59
2024-06-15,I1,21,30.01
2024-06-15,I2,21,21.01
2024-06-15,I3,21,17.48
2024-06-15,MD,21,35.01
2024-06-15,I1,22,41.64
2024-06-15,I2,22,51.54
2024-06-15,I3,22,40.0
2024-06-15,MD,22,41.64
2024-06-15,I1,23,47.7
2024-06-15,I2,23,61.69
2024-06-15,I3,23,47.7
2024-06-15,MD,23,47.7
2024-06-15,I1,24,41.76
2024-06-15,I2,24,44.76
2024-06-15,I3,24,39.0
2024-06-15,MD,24,41.76
2024-06-16,I1,1,20.51
2024-06-16,I2,1,13.14
2024-06-16,I3,1,
2024-06-16,MD,1,35.01
2024-06-16,I1,2,15.8
2024-06-16,I2,2,6.09
2024-06-16,I3,2,
2024-06-16,MD,2,35.0
2024-06-16,I1,3,15.8
2024-06-16,I2,3,1.28
2024-06-16,I3,3,
2024-06-16,MD,3,35.0
2024-06-16,I1,4,10.0
2024-06-16,I2,4,0.0
2024-06-16,I3,4,
2024-06-16,MD,4,35.0
2024-06-16,I1,5,10.0
2024-06-16,I2,5,2.0
2024-06-16,I3,5,
2024-06-16,MD,5,35.0
2024-06-16,I1,6,15.0
2024-06-16,I2,6,2.24
2024-06-16,I3,6,
2024-06-16,MD,6,35.0
2024-06-16,I1,7,19.01
2024-06-16,I2,7,1.69
2024-06-16,I3,7,
2024-06-16,MD,7,35.01
2024-06-16,I1,8,3.5
2024-06-16,I2,8,-4.5
2024-06-16,I3,8,
2024-06-16,MD,8,18.5
2024-06-16,I1,9,0.0
2024-06-16,I2,9,0.0
2024-06-16,I3,9,
2024-06-16,MD,9,0.0
2024-06-16,I1,10,-4.0
2024-06-16,I2,10,-1.0
2024-06-16,I3,10,
2024-06-16,MD,10,-0.62
2024-06-16,I1,11,-5.0
2024-06-16,I2,11,-6.01
2024-06-16,I3,11,
2024-06-16,MD,11,-1.01
2024-06-16,I1,12,-10.0
2024-06-16,I2,12,-10.62
2024-06-16,I3,12,
2024-06-16,MD,12,-2.0
2024-06-16,I1,13,-10.0
2024-06-16,I2,13,-12.94
2024-06-16,I3,13,-15.0
2024-06-16,MD,13,-2.0
2024-06-16,I1,14,-10.0
2024-06-16,I2,14,-13.5
2024-06-16,I3,14,-10.62
2024-06-16,MD,14,-2.0
2024-06-16,I1,15,-10.9
2024-06-16,I2,15,-15.0
2024-06-16,I3,15,-17.62
2024-06-16,MD,15,-2.0
2024-06-16,I1,16,-12.0
2024-06-16,I2,16,-15.0
2024-06-16,I3,16,-17.62
2024-06-16,MD,16,-2.0
2024-06-16,I1,17,-12.0
2024-06-16,I2,17,-9.67
2024-06-16,I3,17,-8.75
2024-06-16,MD,17,-2.0
2024-06-16,I1,18,-2.35
2024-06-16,I2,18,-0.85
2024-06-16,I3,18,-0.85
2024-06-16,MD,18,-0.85
2024-06-16,I1,19,-1.51
2024-06-16,I2,19,-0.85
2024-06-16,I3,19,-0.85
2024-06-16,MD,19,-0.01
2024-06-16,I1,20,-0.85
2024-06-16,I2,20,3.25
2024-06-16,I3,20,3.25
2024-06-16,MD,20,3.25
2024-06-16,I1,21,2.5
2024-06-16,I2,21,18.44
2024-06-16,I3,21,32.9
2024-06-16,MD,21,16.8
2024-06-16,I1,22,30.02
2024-06-16,I2,22,34.99
2024-06-16,I3,22,37.27
2024-06-16,MD,22,35.02
2024-06-16,I1,23,41.26
2024-06-16,I2,23,46.26
2024-06-16,I3,23,46.26
2024-06-16,MD,23,41.26
2024-06-16,I1,24,41.36
2024-06-16,I2,24,42.6
2024-06-16,I3,24,43.77
2024-06-16,MD,24,41.62
2024-06-17,I1,1,41.59
2024-06-17,I2,1,48.15
2024-06-17,I3,1,
2024-06-17,MD,1,41.49
2024-06-17,I1,2,30.0
2024-06-17,I2,2,40.14
2024-06-17,I3,2,
2024-06-17,MD,2,35.01
2024-06-17,I1,3,23.01
2024-06-17,I2,3,35.01
2024-06-17,I3,3,
2024-06-17,MD,3,35.0
2024-06-17,I1,4,20.01
2024-06-17,I2,4,21.0
2024-06-17,I3,4,
2024-06-17,MD,4,35.0
2024-06-17,I1,5,25.15
2024-06-17,I2,5,15.01
2024-06-17,I3,5,
2024-06-17,MD,5,32.0
2024-06-17,I1,6,28.0
2024-06-17,I2,6,32.5
2024-06-17,I3,6,
2024-06-17,MD,6,35.0
2024-06-17,I1,7,35.01
2024-06-17,I2,7,45.56
2024-06-17,I3,7,
2024-06-17,MD,7,35.01
2024-06-17,I1,8,59.01
2024-06-17,I2,8,71.5
2024-06-17,I3,8,
2024-06-17,MD,8,46.5
2024-06-17,I1,9,49.27
2024-06-17,I2,9,57.61
2024-06-17,I3,9,
2024-06-17,MD,9,46.5
2024-06-17,I1,10,35.01
2024-06-17,I2,10,38.51
2024-06-17,I3,10,
2024-06-17,MD,10,35.01
2024-06-17,I1,11,22.28
2024-06-17,I2,11,37.83
2024-06-17,I3,11,
2024-06-17,MD,11,22.28
2024-06-17,I1,12,-2.75
2024-06-17,I2,12,3.25
2024-06-17,I3,12,
2024-06-17,MD,12,3.25
2024-06-17,I1,13,-5.15
2024-06-17,I2,13,1.8
2024-06-17,I3,13,3.25
2024-06-17,MD,13,1.5
2024-06-17,I1,14,-5.57
2024-06-17,I2,14,0.44
2024-06-17,I3,14,3.25
2024-06-17,MD,14,0.44
2024-06-17,I1,15,-5.98
2024-06-17,I2,15,0.44
2024-06-17,I3,15,3.25
2024-06-17,MD,15,0.0
2024-06-17,I1,16,-6.0
2024-06-17,I2,16,0.44
2024-06-17,I3,16,0.44
2024-06-17,MD,16,0.0
2024-06-17,I1,17,-7.0
2024-06-17,I2,17,0.44
2024-06-17,I3,17,0.44
2024-06-17,MD,17,0.0
2024-06-17,I1,18,-4.55
2024-06-17,I2,18,0.44
2024-06-17,I3,18,3.25
2024-06-17,MD,18,0.44
2024-06-17,I1,19,-1.74
2024-06-17,I2,19,10.0
2024-06-17,I3,19,16.0
2024-06-17,MD,19,3.25
2024-06-17,I1,20,18.17
2024-06-17,I2,20,23.89
2024-06-17,I3,20,8.13
2024-06-17,MD,20,21.72
2024-06-17,I1,21,53.37
2024-06-17,I2,21,47.57
2024-06-17,I3,21,56.0
2024-06-17,MD,21,46.38
2024-06-17,I1,22,72.75
2024-06-17,I2,22,72.75
2024-06-17,I3,22,79.6
2024-06-17,MD,22,72.75
2024-06-17,I1,23,89.52
2024-06-17,I2,23,87.27
2024-06-17,I3,23,96.3
2024-06-17,MD,23,91.27
2024-06-17,I1,24,62.78
2024-06-17,I2,24,62.78
2024-06-17,I3,24,73.2
2024-06-17,MD,24,62.78
2024-06-18,I1,1,61.76
2024-06-18,I2,1,71.22
2024-06-18,I3,1,
2024-06-18,MD,1,51.76
2024-06-18,I1,2,45.9
2024-06-18,I2,2,68.11
2024-06-18,I3,2,
2024-06-18,MD,2,37.0
2024-06-18,I1,3,71.01
2024-06-18,I2,3,71.32
2024-06-18,I3,3,
2024-06-18,MD,3,51.01
2024-06-18,I1,4,57.59
2024-06-18,I2,4,71.32
2024-06-18,I3,4,
2024-06-18,MD,4,52.59
2024-06-18,I1,5,58.99
2024-06-18,I2,5,71.37
2024-06-18,I3,5,
2024-06-18,MD,5,53.99
2024-06-18,I1,6,71.75
2024-06-18,I2,6,72.3
2024-06-18,I3,6,
2024-06-18,MD,6,66.75
2024-06-18,I1,7,91.46
2024-06-18,I2,7,91.3
2024-06-18,I3,7,
2024-06-18,MD,7,96.13
2024-06-18,I1,8,103.52
2024-06-18,I2,8,106.55
2024-06-18,I3,8,
2024-06-18,MD,8,101.0
2024-06-18,I1,9,97.0
2024-06-18,I2,9,101.13
2024-06-18,I3,9,
2024-06-18,MD,9,96.13
2024-06-18,I1,10,69.05
2024-06-18,I2,10,71.37
2024-06-18,I3,10,
2024-06-18,MD,10,53.39
2024-06-18,I1,11,54.01
2024-06-18,I2,11,71.07
2024-06-18,I3,11,
2024-06-18,MD,11,39.0
2024-06-18,I1,12,39.7
2024-06-18,I2,12,39.0
2024-06-18,I3,12,
2024-06-18,MD,12,35.0
2024-06-18,I1,13,28.71
2024-06-18,I2,13,33.1
2024-06-18,I3,13,50.0
2024-06-18,MD,13,28.37
2024-06-18,I1,14,22.82
2024-06-18,I2,14,20.97
2024-06-18,I3,14,40.0
2024-06-18,MD,14,20.97
2024-06-18,I1,15,9.71
2024-06-18,I2,15,11.21
2024-06-18,I3,15,38.67
2024-06-18,MD,15,11.21
2024-06-18,I1,16,10.6
2024-06-18,I2,16,11.13
2024-06-18,I3,16,20.6
2024-06-18,MD,16,10.6
2024-06-18,I1,17,9.99
2024-06-18,I2,17,9.99
2024-06-18,I3,17,23.57
2024-06-18,MD,17,9.99
2024-06-18,I1,18,20.27
2024-06-18,I2,18,19.0
2024-06-18,I3,18,29.0
2024-06-18,MD,18,20.27
2024-06-18,I1,19,35.86
2024-06-18,I2,19,35.0
2024-06-18,I3,19,44.0
2024-06-18,MD,19,35.0
2024-06-18,I1,20,48.82
2024-06-18,I2,20,54.77
2024-06-18,I3,20,59.5
2024-06-18,MD,20,45.28
2024-06-18,I1,21,79.23
2024-06-18,I2,21,79.22
2024-06-18,I3,21,81.79
2024-06-18,MD,21,80.23
2024-06-18,I1,22,114.13
2024-06-18,I2,22,89.76
2024-06-18,I3,22,107.12
2024-06-18,MD,22,124.12
2024-06-18,I1,23,122.9
2024-06-18,I2,23,102.83
2024-06-18,I3,23,100.83
2024-06-18,MD,23,130.9
2024-06-18,I1,24,100.42
2024-06-18,I2,24,90.42
2024-06-18,I3,24,80.41
2024-06-18,MD,24,110.41
2024-06-19,I1,1,105.16
2024-06-19,I2,1,105.16
2024-06-19,I3,1,
2024-06-19,MD,1,105.16
2024-06-19,I1,2,99.83
2024-06-19,I2,2,100.21
2024-06-19,I3,2,
2024-06-19,MD,2,99.96
2024-06-19,I1,3,94.76
2024-06-19,I2,3,107.36
2024-06-19,I3,3,
2024-06-19,MD,3,94.76
2024-06-19,I1,4,90.56
2024-06-19,I2,4,104.76
2024-06-19,I3,4,
2024-06-19,MD,4,90.56
2024-06-19,I1,5,90.56
2024-06-19,I2,5,104.76
2024-06-19,I3,5,
2024-06-19,MD,5,90.56
2024-06-19,I1,6,94.76
2024-06-19,I2,6,107.36
2024-06-19,I3,6,
2024-06-19,MD,6,94.76
2024-06-19,I1,7,96.0
2024-06-19,I2,7,98.0
2024-06-19,I3,7,
2024-06-19,MD,7,100.0
2024-06-19,I1,8,114.32
2024-06-19,I2,8,116.0
2024-06-19,I3,8,
2024-06-19,MD,8,114.32
2024-06-19,I1,9,97.87
2024-06-19,I2,9,92.88
2024-06-19,I3,9,
2024-06-19,MD,9,100.0
2024-06-19,I1,10,84.69
2024-06-19,I2,10,74.71
2024-06-19,I3,10,
2024-06-19,MD,10,84.69
2024-06-19,I1,11,82.18
2024-06-19,I2,11,108.66
2024-06-19,I3,11,
