date,session,period,price
2024-06-19,MD,11,74.71
2024-06-19,I1,12,56.41
2024-06-19,I2,12,106.41
2024-06-19,I3,12,
2024-06-19,MD,12,46.41
2024-06-19,I1,13,49.75
2024-06-19,I2,13,67.53
2024-06-19,I3,13,65.0
2024-06-19,MD,13,43.54
2024-06-19,I1,14,47.01
2024-06-19,I2,14,91.64
2024-06-19,I3,14,93.0
2024-06-19,MD,14,37.0
2024-06-19,I1,15,48.0
2024-06-19,I2,15,96.4
2024-06-19,I3,15,99.99
2024-06-19,MD,15,36.4
2024-06-19,I1,16,40.0
2024-06-19,I2,16,76.66
2024-06-19,I3,16,91.22
2024-06-19,MD,16,35.02
2024-06-19,I1,17,38.51
2024-06-19,I2,17,75.86
2024-06-19,I3,17,89.83
2024-06-19,MD,17,35.01
2024-06-19,I1,18,49.44
2024-06-19,I2,18,90.0
2024-06-19,I3,18,89.99
2024-06-19,MD,18,35.02
2024-06-19,I1,19,50.79
2024-06-19,I2,19,66.2
2024-06-19,I3,19,57.16
2024-06-19,MD,19,38.47
2024-06-19,I1,20,88.22
2024-06-19,I2,20,89.39
2024-06-19,I3,20,79.4
2024-06-19,MD,20,79.83
2024-06-19,I1,21,90.54
2024-06-19,I2,21,87.41
2024-06-19,I3,21,91.01
2024-06-19,MD,21,87.41
2024-06-19,I1,22,111.36
2024-06-19,I2,22,115.76
2024-06-19,I3,22,111.0
2024-06-19,MD,22,109.81
2024-06-19,I1,23,109.0
2024-06-19,I2,23,111.27
2024-06-19,I3,23,107.01
2024-06-19,MD,23,109.0
2024-06-19,I1,24,89.59
2024-06-19,I2,24,89.64
2024-06-19,I3,24,88.34
2024-06-19,MD,24,89.59
2024-06-20,I1,1,80.0
2024-06-20,I2,1,79.87
2024-06-20,I3,1,
2024-06-20,MD,1,109.26
2024-06-20,I1,2,74.55
2024-06-20,I2,2,62.93
2024-06-20,I3,2,
2024-06-20,MD,2,105.0
2024-06-20,I1,3,73.3
2024-06-20,I2,3,62.73
2024-06-20,I3,3,
2024-06-20,MD,3,103.0
2024-06-20,I1,4,73.3
2024-06-20,I2,4,62.73
2024-06-20,I3,4,
2024-06-20,MD,4,102.1
2024-06-20,I1,5,73.3
2024-06-20,I2,5,62.12
2024-06-20,I3,5,
2024-06-20,MD,5,96.9
2024-06-20,I1,6,73.35
2024-06-20,I2,6,58.4
2024-06-20,I3,6,
2024-06-20,MD,6,94.3
2024-06-20,I1,7,93.0
2024-06-20,I2,7,66.99
2024-06-20,I3,7,
2024-06-20,MD,7,99.0
2024-06-20,I1,8,109.49
2024-06-20,I2,8,102.0
2024-06-20,I3,8,
2024-06-20,MD,8,111.72
2024-06-20,I1,9,103.0
2024-06-20,I2,9,96.84
2024-06-20,I3,9,
2024-06-20,MD,9,103.0
2024-06-20,I1,10,83.9
2024-06-20,I2,10,77.0
2024-06-20,I3,10,
2024-06-20,MD,10,95.0
2024-06-20,I1,11,72.5
2024-06-20,I2,11,71.87
2024-06-20,I3,11,
2024-06-20,MD,11,71.87
2024-06-20,I1,12,69.04
2024-06-20,I2,12,64.0
2024-06-20,I3,12,
2024-06-20,MD,12,63.04
2024-06-20,I1,13,68.94
2024-06-20,I2,13,64.08
2024-06-20,I3,13,75.4
2024-06-20,MD,13,59.94
2024-06-20,I1,14,67.35
2024-06-20,I2,14,63.4
2024-06-20,I3,14,71.64
2024-06-20,MD,14,58.35
2024-06-20,I1,15,69.4
2024-06-20,I2,15,64.42
2024-06-20,I3,15,70.0
2024-06-20,MD,15,61.42
2024-06-20,I1,16,66.93
2024-06-20,I2,16,69.11
2024-06-20,I3,16,71.93
2024-06-20,MD,16,61.93
2024-06-20,I1,17,66.42
2024-06-20,I2,17,65.0
2024-06-20,I3,17,71.42
2024-06-20,MD,17,61.42
2024-06-20,I1,18,67.15
2024-06-20,I2,18,70.0
2024-06-20,I3,18,72.15
2024-06-20,MD,18,62.15
2024-06-20,I1,19,74.0
2024-06-20,I2,19,72.46
2024-06-20,I3,19,64.55
2024-06-20,MD,19,77.46
2024-06-20,I1,20,95.95
2024-06-20,I2,20,80.01
2024-06-20,I3,20,66.01
2024-06-20,MD,20,107.0
2024-06-20,I1,21,112.97
2024-06-20,I2,21,100.0
2024-06-20,I3,21,106.0
2024-06-20,MD,21,115.28
2024-06-20,I1,22,120.3
2024-06-20,I2,22,107.0
2024-06-20,I3,22,108.0
2024-06-20,MD,22,122.78
2024-06-20,I1,23,117.74
2024-06-20,I2,23,109.06
2024-06-20,I3,23,107.5
2024-06-20,MD,23,120.0
2024-06-20,I1,24,108.73
2024-06-20,I2,24,90.0
2024-06-20,I3,24,90.0
2024-06-20,MD,24,112.48
2024-06-21,I1,1,96.55
2024-06-21,I2,1,92.88
2024-06-21,I3,1,
2024-06-21,MD,1,102.72
2024-06-21,I1,2,92.93
2024-06-21,I2,2,90.0
2024-06-21,I3,2,
2024-06-21,MD,2,100.34
2024-06-21,I1,3,94.12
2024-06-21,I2,3,90.21
2024-06-21,I3,3,
2024-06-21,MD,3,102.3
2024-06-21,I1,4,92.07
2024-06-21,I2,4,87.34
2024-06-21,I3,4,
2024-06-21,MD,4,102.3
2024-06-21,I1,5,92.3
2024-06-21,I2,5,90.0
2024-06-21,I3,5,
2024-06-21,MD,5,102.3
2024-06-21,I1,6,92.72
2024-06-21,I2,6,90.0
2024-06-21,I3,6,
2024-06-21,MD,6,102.72
2024-06-21,I1,7,97.1
2024-06-21,I2,7,96.67
2024-06-21,I3,7,
2024-06-21,MD,7,100.0
2024-06-21,I1,8,113.47
2024-06-21,I2,8,114.32
2024-06-21,I3,8,
2024-06-21,MD,8,113.47
2024-06-21,I1,9,111.43
2024-06-21,I2,9,113.05
2024-06-21,I3,9,
2024-06-21,MD,9,114.32
2024-06-21,I1,10,84.02
2024-06-21,I2,10,60.0
2024-06-21,I3,10,
2024-06-21,MD,10,105.0
2024-06-21,I1,11,64.99
2024-06-21,I2,11,45.0
2024-06-21,I3,11,
2024-06-21,MD,11,80.0
2024-06-21,I1,12,34.0
2024-06-21,I2,12,30.0
2024-06-21,I3,12,
2024-06-21,MD,12,60.0
2024-06-21,I1,13,40.0
2024-06-21,I2,13,44.89
2024-06-21,I3,13,30.67
2024-06-21,MD,13,61.34
2024-06-21,I1,14,51.52
2024-06-21,I2,14,45.0
2024-06-21,I3,14,8.4
2024-06-21,MD,14,57.4
2024-06-21,I1,15,49.5
2024-06-21,I2,15,55.06
2024-06-21,I3,15,16.06
2024-06-21,MD,15,55.1
2024-06-21,I1,16,39.67
2024-06-21,I2,16,33.0
2024-06-21,I3,16,43.0
2024-06-21,MD,16,43.17
2024-06-21,I1,17,35.0
2024-06-21,I2,17,27.73
2024-06-21,I3,17,40.9
2024-06-21,MD,17,40.0
2024-06-21,I1,18,49.3
2024-06-21,I2,18,47.61
2024-06-21,I3,18,51.43
2024-06-21,MD,18,49.8
2024-06-21,I1,19,60.25
2024-06-21,I2,19,56.75
2024-06-21,I3,19,63.76
2024-06-21,MD,19,56.75
2024-06-21,I1,20,74.46
2024-06-21,I2,20,64.5
2024-06-21,I3,20,77.0
2024-06-21,MD,20,77.46
2024-06-21,I1,21,97.0
2024-06-21,I2,21,92.99
2024-06-21,I3,21,101.0
2024-06-21,MD,21,100.01
2024-06-21,I1,22,111.98
2024-06-21,I2,22,102.87
2024-06-21,I3,22,114.86
2024-06-21,MD,22,114.86
2024-06-21,I1,23,112.0
2024-06-21,I2,23,103.5
2024-06-21,I3,23,113.26
2024-06-21,MD,23,115.0
2024-06-21,I1,24,96.0
2024-06-21,I2,24,89.24
2024-06-21,I3,24,88.74
2024-06-21,MD,24,105.74
2024-06-22,I1,1,85.43
2024-06-22,I2,1,86.37
2024-06-22,I3,1,
2024-06-22,MD,1,84.0
2024-06-22,I1,2,85.11
2024-06-22,I2,2,87.5
2024-06-22,I3,2,
2024-06-22,MD,2,76.58
2024-06-22,I1,3,85.0
2024-06-22,I2,3,85.64
2024-06-22,I3,3,
2024-06-22,MD,3,75.64
2024-06-22,I1,4,80.32
2024-06-22,I2,4,86.1
2024-06-22,I3,4,
2024-06-22,MD,4,76.1
2024-06-22,I1,5,76.74
2024-06-22,I2,5,85.74
2024-06-22,I3,5,
2024-06-22,MD,5,75.74
2024-06-22,I1,6,76.62
2024-06-22,I2,6,81.0
2024-06-22,I3,6,
2024-06-22,MD,6,75.62
2024-06-22,I1,7,76.64
2024-06-22,I2,7,83.86
2024-06-22,I3,7,
2024-06-22,MD,7,75.64
2024-06-22,I1,8,64.95
2024-06-22,I2,8,70.0
2024-06-22,I3,8,
2024-06-22,MD,8,63.45
2024-06-22,I1,9,37.1
2024-06-22,I2,9,29.13
2024-06-22,I3,9,
2024-06-22,MD,9,36.95
2024-06-22,I1,10,20.15
2024-06-22,I2,10,26.61
2024-06-22,I3,10,
2024-06-22,MD,10,34.65
2024-06-22,I1,11,6.53
2024-06-22,I2,11,12.59
2024-06-22,I3,11,
2024-06-22,MD,11,12.54
2024-06-22,I1,12,-5.0
2024-06-22,I2,12,4.77
2024-06-22,I3,12,
2024-06-22,MD,12,3.59
2024-06-22,I1,13,-5.0
2024-06-22,I2,13,2.69
2024-06-22,I3,13,-4.56
2024-06-22,MD,13,0.44
2024-06-22,I1,14,0.44
2024-06-22,I2,14,0.44
2024-06-22,I3,14,-7.98
2024-06-22,MD,14,0.03
2024-06-22,I1,15,0.0
2024-06-22,I2,15,0.04
2024-06-22,I3,15,-5.0
2024-06-22,MD,15,0.0
2024-06-22,I1,16,-6.9
2024-06-22,I2,16,0.44
2024-06-22,I3,16,-4.92
2024-06-22,MD,16,0.0
2024-06-22,I1,17,-6.9
2024-06-22,I2,17,0.43
2024-06-22,I3,17,-3.0
2024-06-22,MD,17,0.0
2024-06-22,I1,18,-4.99
2024-06-22,I2,18,0.44
2024-06-22,I3,18,-0.01
2024-06-22,MD,18,0.0
2024-06-22,I1,19,-4.56
2024-06-22,I2,19,3.25
2024-06-22,I3,19,1.0
2024-06-22,MD,19,0.44
2024-06-22,I1,20,6.23
2024-06-22,I2,20,31.78
2024-06-22,I3,20,31.0
2024-06-22,MD,20,35.0
2024-06-22,I1,21,59.9
2024-06-22,I2,21,69.72
2024-06-22,I3,21,65.0
2024-06-22,MD,21,50.0
2024-06-22,I1,22,76.99
2024-06-22,I2,22,80.79
2024-06-22,I3,22,81.0
2024-06-22,MD,22,76.79
2024-06-22,I1,23,99.1
2024-06-22,I2,23,98.95
2024-06-22,I3,23,99.1
2024-06-22,MD,23,99.1
2024-06-22,I1,24,77.71
2024-06-22,I2,24,81.66
2024-06-22,I3,24,83.18
2024-06-22,MD,24,77.46
2024-06-23,I1,1,76.9
2024-06-23,I2,1,66.0
2024-06-23,I3,1,
2024-06-23,MD,1,77.0
2024-06-23,I1,2,56.99
2024-06-23,I2,2,57.0
2024-06-23,I3,2,
2024-06-23,MD,2,56.99
2024-06-23,I1,3,44.19
2024-06-23,I2,3,45.37
2024-06-23,I3,3,
2024-06-23,MD,3,46.19
2024-06-23,I1,4,15.01
2024-06-23,I2,4,32.01
2024-06-23,I3,4,
2024-06-23,MD,4,35.01
2024-06-23,I1,5,15.0
2024-06-23,I2,5,21.97
2024-06-23,I3,5,
2024-06-23,MD,5,35.0
2024-06-23,I1,6,15.0
2024-06-23,I2,6,23.48
2024-06-23,I3,6,
2024-06-23,MD,6,35.0
2024-06-23,I1,7,15.0
2024-06-23,I2,7,25.0
2024-06-23,I3,7,
2024-06-23,MD,7,35.0
2024-06-23,I1,8,10.65
2024-06-23,I2,8,20.0
2024-06-23,I3,8,
2024-06-23,MD,8,30.65
2024-06-23,I1,9,0.0
2024-06-23,I2,9,6.0
2024-06-23,I3,9,
2024-06-23,MD,9,9.76
2024-06-23,I1,10,-1.0
2024-06-23,I2,10,0.44
2024-06-23,I3,10,
2024-06-23,MD,10,0.0
2024-06-23,I1,11,-3.72
2024-06-23,I2,11,-0.07
2024-06-23,I3,11,
2024-06-23,MD,11,-0.01
2024-06-23,I1,12,-5.0
2024-06-23,I2,12,-0.13
2024-06-23,I3,12,
2024-06-23,MD,12,-0.11
2024-06-23,I1,13,-4.72
2024-06-23,I2,13,-0.88
2024-06-23,I3,13,-5.4
2024-06-23,MD,13,-0.5
2024-06-23,I1,14,-6.99
2024-06-23,I2,14,-4.72
2024-06-23,I3,14,-7.71
2024-06-23,MD,14,-1.0
2024-06-23,I1,15,-7.0
2024-06-23,I2,15,-4.72
2024-06-23,I3,15,-6.89
2024-06-23,MD,15,-1.99
2024-06-23,I1,16,-6.18
2024-06-23,I2,16,-5.28
2024-06-23,I3,16,-8.0
2024-06-23,MD,16,-2.0
2024-06-23,I1,17,-5.0
2024-06-23,I2,17,-0.85
2024-06-23,I3,17,-1.19
2024-06-23,MD,17,-0.85
2024-06-23,I1,18,-5.66
2024-06-23,I2,18,-0.33
2024-06-23,I3,18,-0.33
2024-06-23,MD,18,-0.66
2024-06-23,I1,19,-5.0
2024-06-23,I2,19,0.0
2024-06-23,I3,19,0.0
2024-06-23,MD,19,-0.01
2024-06-23,I1,20,1.0
2024-06-23,I2,20,48.74
2024-06-23,I3,20,8.1
2024-06-23,MD,20,1.0
2024-06-23,I1,21,44.01
2024-06-23,I2,21,58.0
2024-06-23,I3,21,64.73
2024-06-23,MD,21,35.01
2024-06-23,I1,22,81.0
2024-06-23,I2,22,73.0
2024-06-23,I3,22,80.16
2024-06-23,MD,22,77.0
2024-06-23,I1,23,93.62
2024-06-23,I2,23,90.0
2024-06-23,I3,23,95.62
2024-06-23,MD,23,95.62
2024-06-23,I1,24,83.33
2024-06-23,I2,24,78.27
2024-06-23,I3,24,86.05
2024-06-23,MD,24,80.15
2024-06-24,I1,1,58.31
2024-06-24,I2,1,50.07
2024-06-24,I3,1,
2024-06-24,MD,1,51.8
2024-06-24,I1,2,51.7
2024-06-24,I2,2,44.48
2024-06-24,I3,2,
2024-06-24,MD,2,43.6
2024-06-24,I1,3,54.66
2024-06-24,I2,3,40.28
2024-06-24,I3,3,
2024-06-24,MD,3,40.0
2024-06-24,I1,4,43.66
2024-06-24,I2,4,35.18
2024-06-24,I3,4,
2024-06-24,MD,4,35.4
2024-06-24,I1,5,39.99
2024-06-24,I2,5,34.7
2024-06-24,I3,5,
2024-06-24,MD,5,35.02
2024-06-24,I1,6,53.98
2024-06-24,I2,6,39.55
2024-06-24,I3,6,
2024-06-24,MD,6,49.07
2024-06-24,I1,7,55.03
2024-06-24,I2,7,43.29
2024-06-24,I3,7,
2024-06-24,MD,7,55.03
2024-06-24,I1,8,74.65
2024-06-24,I2,8,57.5
2024-06-24,I3,8,
2024-06-24,MD,8,70.0
2024-06-24,I1,9,50.01
2024-06-24,I2,9,39.55
2024-06-24,I3,9,
2024-06-24,MD,9,40.0
2024-06-24,I1,10,40.58
2024-06-24,I2,10,35.02
2024-06-24,I3,10,
2024-06-24,MD,10,35.02
2024-06-24,I1,11,29.3
2024-06-24,I2,11,18.21
2024-06-24,I3,11,
2024-06-24,MD,11,35.0
2024-06-24,I1,12,0.2
2024-06-24,I2,12,0.0
2024-06-24,I3,12,
2024-06-24,MD,12,5.0
2024-06-24,I1,13,-0.39
2024-06-24,I2,13,2.88
2024-06-24,I3,13,-10.62
2024-06-24,MD,13,3.6
2024-06-24,I1,14,5.0
2024-06-24,I2,14,3.99
2024-06-24,I3,14,-6.91
2024-06-24,MD,14,5.1
2024-06-24,I1,15,0.0
2024-06-24,I2,15,0.4
2024-06-24,I3,15,-5.0
2024-06-24,MD,15,2.9
2024-06-24,I1,16,-7.0
2024-06-24,I2,16,0.0
2024-06-24,I3,16,-7.0
2024-06-24,MD,16,0.0
2024-06-24,I1,17,-5.0
2024-06-24,I2,17,-0.1
2024-06-24,I3,17,-8.92
2024-06-24,MD,17,0.0
2024-06-24,I1,18,0.1
2024-06-24,I2,18,2.0
2024-06-24,I3,18,-10.0
2024-06-24,MD,18,5.0
2024-06-24,I1,19,27.8
2024-06-24,I2,19,39.55
2024-06-24,I3,19,34.8
2024-06-24,MD,19,34.8
2024-06-24,I1,20,39.58
2024-06-24,I2,20,38.25
2024-06-24,I3,20,36.66
2024-06-24,MD,20,35.45
2024-06-24,I1,21,81.77
2024-06-24,I2,21,69.0
2024-06-24,I3,21,82.1
2024-06-24,MD,21,83.27
2024-06-24,I1,22,116.19
2024-06-24,I2,22,110.13
2024-06-24,I3,22,97.77
2024-06-24,MD,22,117.33
2024-06-24,I1,23,112.99
2024-06-24,I2,23,108.92
2024-06-24,I3,23,103.0
2024-06-24,MD,23,113.7
2024-06-24,I1,24,90.7
2024-06-24,I2,24,89.0
2024-06-24,I3,24,85.0
2024-06-24,MD,24,91.54
2024-06-25,I1,1,76.0
2024-06-25,I2,1,71.56
2024-06-25,MD,1,79.51
2024-06-25,I1,2,80.0
2024-06-25,I2,2,70.0
2024-06-25,MD,2,94.85
2024-06-25,I1,3,80.0
2024-06-25,I2,3,70.0
2024-06-25,MD,3,91.15
2024-06-25,I1,4,72.0
2024-06-25,I2,4,68.23
2024-06-25,MD,4,82.0
2024-06-25,I1,5,74.84
2024-06-25,I2,5,70.0
2024-06-25,MD,5,89.85
2024-06-25,I1,6,58.97
2024-06-25,I2,6,48.0
2024-06-25,MD,6,73.0
2024-06-25,I1,7,67.77
2024-06-25,I2,7,87.55
2024-06-25,MD,7,82.0
2024-06-25,I1,8,96.19
2024-06-25,I2,8,102.0
2024-06-25,MD,8,98.2
2024-06-25,I1,9,71.0
2024-06-25,I2,9,83.46
2024-06-25,MD,9,74.77
2024-06-25,I1,10,59.88
2024-06-25,I2,10,61.22
2024-06-25,MD,10,64.9
2024-06-25,I1,11,42.38
2024-06-25,I2,11,39.19
2024-06-25,MD,11,35.69
2024-06-25,I1,12,44.99
2024-06-25,I2,12,43.0
2024-06-25,MD,12,35.02
2024-06-25,I1,13,40.61
2024-06-25,I2,13,36.01
2024-06-25,MD,13,35.01
2024-06-25,I1,14,39.56
2024-06-25,I2,14,35.01
2024-06-25,MD,14,35.01
2024-06-25,I1,15,39.25
2024-06-25,I2,15,25.0
2024-06-25,MD,15,35.0
2024-06-25,I1,16,30.1
2024-06-25,I2,16,20.0
2024-06-25,MD,16,35.0
2024-06-25,I1,17,33.55
2024-06-25,I2,17,27.24
2024-06-25,MD,17,35.0
2024-06-25,I1,18,56.12
2024-06-25,I2,18,40.03
2024-06-25,MD,18,35.02
2024-06-25,I1,19,50.14
2024-06-25,I2,19,68.98
2024-06-25,MD,19,48.99
2024-06-25,I1,20,74.01
2024-06-25,I2,20,77.0
2024-06-25,MD,20,77.0
2024-06-25,I1,21,102.8
2024-06-25,I2,21,110.34
2024-06-25,MD,21,105.0
2024-06-25,I1,22,116.41
2024-06-25,I2,22,117.41
2024-06-25,MD,22,117.41
2024-06-25,I1,23,116.81
2024-06-25,I2,23,114.12
2024-06-25,MD,23,116.81
2024-06-25,I1,24,104.45
2024-06-25,I2,24,105.45
2024-06-25,MD,24,105.45
2024-06-26,I1,1,109.55
2024-06-26,I2,1,107.43
2024-06-26,I3,1,
2024-06-26,MD,1,107.43
2024-06-26,I1,2,103.41
2024-06-26,I2,2,99.95
2024-06-26,I3,2,
2024-06-26,MD,2,99.96
2024-06-26,I1,3,97.85
2024-06-26,I2,3,95.32
2024-06-26,I3,3,
2024-06-26,MD,3,95.32
2024-06-26,I1,4,96.66
2024-06-26,I2,4,103.05
2024-06-26,I3,4,
2024-06-26,MD,4,95.46
2024-06-26,I1,5,92.95
2024-06-26,I2,5,91.7
2024-06-26,I3,5,
2024-06-26,MD,5,91.7
2024-06-26,I1,6,100.57
2024-06-26,I2,6,81.19
2024-06-26,I3,6,
2024-06-26,MD,6,97.12
2024-06-26,I1,7,110.6
2024-06-26,I2,7,105.0
2024-06-26,I3,7,
2024-06-26,MD,7,109.59
2024-06-26,I1,8,131.0
2024-06-26,I2,8,105.0
2024-06-26,I3,8,
2024-06-26,MD,8,130.0
2024-06-26,I1,9,115.95
2024-06-26,I2,9,92.6
2024-06-26,I3,9,
2024-06-26,MD,9,115.45
2024-06-26,I1,10,103.76
2024-06-26,I2,10,81.19
2024-06-26,I3,10,
2024-06-26,MD,10,101.76
2024-06-26,I1,11,94.43
2024-06-26,I2,11,81.19
2024-06-26,I3,11,
2024-06-26,MD,11,90.98
2024-06-26,I1,12,90.54
2024-06-26,I2,12,80.25
2024-06-26,I3,12,
2024-06-26,MD,12,85.99
2024-06-26,I1,13,84.4
2024-06-26,I2,13,79.41
2024-06-26,I3,13,81.0
2024-06-26,MD,13,79.41
2024-06-26,I1,14,82.23
2024-06-26,I2,14,77.44
2024-06-26,I3,14,85.9
2024-06-26,MD,14,77.24
2024-06-26,I1,15,78.64
2024-06-26,I2,15,73.65
2024-06-26,I3,15,80.77
2024-06-26,MD,15,73.65
2024-06-26,I1,16,65.0
2024-06-26,I2,16,66.99
2024-06-26,I3,16,77.17
2024-06-26,MD,16,60.0
2024-06-26,I1,17,66.0
2024-06-26,I2,17,67.99
2024-06-26,I3,17,76.0
2024-06-26,MD,17,61.0
2024-06-26,I1,18,94.91
2024-06-26,I2,18,70.0
2024-06-26,I3,18,81.0
2024-06-26,MD,18,82.01
2024-06-26,I1,19,101.22
2024-06-26,I2,19,80.98
2024-06-26,I3,19,91.83
2024-06-26,MD,19,91.22
2024-06-26,I1,20,108.25
2024-06-26,I2,20,88.0
2024-06-26,I3,20,104.0
2024-06-26,MD,20,104.55
2024-06-26,I1,21,126.05
2024-06-26,I2,21,100.0
2024-06-26,I3,21,112.2
2024-06-26,MD,21,116.05
2024-06-26,I1,22,155.66
2024-06-26,I2,22,104.18
2024-06-26,I3,22,114.0
2024-06-26,MD,22,137.18
2024-06-26,I1,23,128.98
2024-06-26,I2,23,103.98
2024-06-26,I3,23,119.25
2024-06-26,MD,23,118.98
2024-06-26,I1,24,115.0
2024-06-26,I2,24,100.0
2024-06-26,I3,24,115.77
2024-06-26,MD,24,110.0
2024-06-27,I1,1,105.17
2024-06-27,I2,1,111.07
2024-06-27,I3,1,
2024-06-27,MD,1,102.07
2024-06-27,I1,2,104.0
2024-06-27,I2,2,106.0
2024-06-27,I3,2,
2024-06-27,MD,2,99.0
2024-06-27,I1,3,104.82
2024-06-27,I2,3,106.92
2024-06-27,I3,3,
2024-06-27,MD,3,101.77
2024-06-27,I1,4,103.27
2024-06-27,I2,4,107.12
2024-06-27,I3,4,
2024-06-27,MD,4,104.37
2024-06-27,I1,5,100.01
2024-06-27,I2,5,101.87
2024-06-27,I3,5,
2024-06-27,MD,5,101.77
2024-06-27,I1,6,99.17
2024-06-27,I2,6,100.93
2024-06-27,I3,6,
2024-06-27,MD,6,99.17
2024-06-27,I1,7,110.47
2024-06-27,I2,7,104.83
2024-06-27,I3,7,
2024-06-27,MD,7,112.72
2024-06-27,I1,8,118.74
2024-06-27,I2,8,114.91
2024-06-27,I3,8,
2024-06-27,MD,8,120.74
2024-06-27,I1,9,113.13
2024-06-27,I2,9,114.72
2024-06-27,I3,9,
2024-06-27,MD,9,115.44
2024-06-27,I1,10,101.92
2024-06-27,I2,10,102.07
2024-06-27,I3,10,
2024-06-27,MD,10,102.07
2024-06-27,I1,11,93.87
2024-06-27,I2,11,80.0
2024-06-27,I3,11,
2024-06-27,MD,11,100.47
2024-06-27,I1,12,73.4
2024-06-27,I2,12,62.38
2024-06-27,I3,12,
2024-06-27,MD,12,77.0
2024-06-27,I1,13,66.11
2024-06-27,I2,13,65.01
2024-06-27,I3,13,65.01
2024-06-27,MD,13,65.01
2024-06-27,I1,14,64.75
2024-06-27,I2,14,63.75
2024-06-27,I3,14,65.0
2024-06-27,MD,14,64.75
2024-06-27,I1,15,51.1
2024-06-27,I2,15,54.1
2024-06-27,I3,15,62.66
2024-06-27,MD,15,51.1
2024-06-27,I1,16,45.66
2024-06-27,I2,16,46.66
2024-06-27,I3,16,45.66
2024-06-27,MD,16,45.66
2024-06-27,I1,17,42.45
2024-06-27,I2,17,31.14
2024-06-27,I3,17,42.45
2024-06-27,MD,17,42.45
2024-06-27,I1,18,45.06
2024-06-27,I2,18,43.55
2024-06-27,I3,18,45.06
2024-06-27,MD,18,45.06
2024-06-27,I1,19,59.28
2024-06-27,I2,19,53.43
2024-06-27,I3,19,45.6
2024-06-27,MD,19,63.43
2024-06-27,I1,20,74.69
2024-06-27,I2,20,67.0
2024-06-27,I3,20,72.0
2024-06-27,MD,20,75.39
2024-06-27,I1,21,99.75
2024-06-27,I2,21,96.6
2024-06-27,I3,21,99.75
2024-06-27,MD,21,99.75
2024-06-27,I1,22,113.0
2024-06-27,I2,22,106.05
2024-06-27,I3,22,105.89
2024-06-27,MD,22,116.05
2024-06-27,I1,23,113.75
2024-06-27,I2,23,105.27
2024-06-27,I3,23,105.0
2024-06-27,MD,23,118.35
2024-06-27,I1,24,105.0
2024-06-27,I2,24,94.41
2024-06-27,I3,24,86.5
2024-06-27,MD,24,114.72
2024-06-28,I1,1,94.0
2024-06-28,I2,1,93.72
2024-06-28,I3,1,
2024-06-28,MD,1,99.0
2024-06-28,I1,2,95.0
2024-06-28,I2,2,98.0
2024-06-28,I3,2,
2024-06-28,MD,2,100.0
2024-06-28,I1,3,93.34
2024-06-28,I2,3,91.7
2024-06-28,I3,3,
2024-06-28,MD,3,98.6
2024-06-28,I1,4,90.04
2024-06-28,I2,4,93.04
2024-06-28,I3,4,
2024-06-28,MD,4,94.04
2024-06-28,I1,5,90.66
2024-06-28,I2,5,92.4
2024-06-28,I3,5,
2024-06-28,MD,5,93.4
2024-06-28,I1,6,93.89
2024-06-28,I2,6,95.66
2024-06-28,I3,6,
2024-06-28,MD,6,95.81
2024-06-28,I1,7,94.92
2024-06-28,I2,7,99.57
2024-06-28,I3,7,
2024-06-28,MD,7,99.9
2024-06-28,I1,8,100.15
2024-06-28,I2,8,103.57
2024-06-28,I3,8,
2024-06-28,MD,8,100.16
2024-06-28,I1,9,101.5
2024-06-28,I2,9,103.57
2024-06-28,I3,9,
2024-06-28,MD,9,103.5
2024-06-28,I1,10,96.63
2024-06-28,I2,10,98.6
2024-06-28,I3,10,
2024-06-28,MD,10,98.6
2024-06-28,I1,11,89.0
2024-06-28,I2,11,92.0
2024-06-28,I3,11,
2024-06-28,MD,11,92.0
2024-06-28,I1,12,73.0
2024-06-28,I2,12,81.1
2024-06-28,I3,12,
2024-06-28,MD,12,76.1
2024-06-28,I1,13,60.01
2024-06-28,I2,13,91.57
2024-06-28,I3,13,84.99
2024-06-28,MD,13,59.99
2024-06-28,I1,14,62.01
2024-06-28,I2,14,84.31
2024-06-28,I3,14,85.01
2024-06-28,MD,14,47.01
2024-06-28,I1,15,50.98
2024-06-28,I2,15,82.07
2024-06-28,I3,15,82.01
2024-06-28,MD,15,45.77
2024-06-28,I1,16,45.21
2024-06-28,I2,16,72.81
2024-06-28,I3,16,80.0
2024-06-28,MD,16,40.0
2024-06-28,I1,17,35.02
2024-06-28,I2,17,62.32
2024-06-28,I3,17,68.21
2024-06-28,MD,17,35.02
2024-06-28,I1,18,40.0
2024-06-28,I2,18,62.3
2024-06-28,I3,18,66.51
2024-06-28,MD,18,35.02
2024-06-28,I1,19,75.0
2024-06-28,I2,19,60.22
2024-06-28,I3,19,64.6
2024-06-28,MD,19,48.64
2024-06-28,I1,20,82.17
2024-06-28,I2,20,83.5
2024-06-28,I3,20,83.0
2024-06-28,MD,20,88.5
2024-06-28,I1,21,88.39
2024-06-28,I2,21,92.04
2024-06-28,I3,21,88.64
2024-06-28,MD,21,94.04
2024-06-28,I1,22,102.42
2024-06-28,I2,22,99.42
2024-06-28,I3,22,98.0
2024-06-28,MD,22,105.42
2024-06-28,I1,23,110.15
2024-06-28,I2,23,106.7
2024-06-28,I3,23,103.0
2024-06-28,MD,23,113.3
