date,period,PMD,precio_desvio_subir,precio_desvio_bajar,spread_desvio_subir,spread_desvio_bajar,ratio_desvio,is_desvio_unico_a_subir,is_desvio_unico_a_bajar,is_pseudo_desvio_unico_a_subir,is_pseudo_desvio_unico_a_bajar,ratio_bigger
2024-06-14 06:00:00,7,79.1,22.89,88.67,-56.209999999999994,9.570000000000007,5.8735632183907995,,,,,1
2024-06-14 07:00:00,8,90.0,29.41,89.96,-60.59,-0.04000000000000625,,,1,,,
2024-06-14 08:00:00,9,79.34,0.11,82.79,-79.23,3.450000000000003,22.96521739130433,,,,,1
2024-06-14 09:00:00,10,45.91,14.14,79.26,-31.769999999999996,33.35000000000001,-1.0497324519987414,,,,,
2024-06-14 10:00:00,11,35.01,4.5,4.5,-30.509999999999998,-30.509999999999998,,,1,,,
2024-06-14 11:00:00,12,12.21,6.52,20.63,-5.690000000000001,8.419999999999998,-1.4797891036906847,,,,,
2024-06-14 12:00:00,13,3.25,3.85,64.61,0.6000000000000001,61.36,,1,,,,
2024-06-14 13:00:00,14,0.44,0.1,1.82,-0.33999999999999997,1.3800000000000001,-4.058823529411765,,,1,1,
2024-06-14 14:00:00,15,0.02,-0.65,2.4,-0.67,2.38,-3.552238805970149,,,1,,
2024-06-14 15:00:00,16,0.0,-5.55,0.44,-5.55,0.44,12.613636363636363,,,,1,
2024-06-14 16:00:00,17,0.0,-2.86,0.43,-2.86,0.43,6.651162790697674,,,,1,
2024-06-14 17:00:00,18,0.0,2.23,1.03,2.23,1.03,,1,,,1,
2024-06-14 18:00:00,19,0.96,0.19,2.75,-0.77,1.79,-2.3246753246753245,,,1,1,
2024-06-14 19:00:00,20,7.0,3.73,65.57,-3.27,58.56999999999999,-17.911314984709477,,,,,1
2024-06-14 20:00:00,21,35.02,2.92,104.11,-32.1,69.09,-2.1523364485981307,,,,,
2024-06-14 21:00:00,22,75.72,25.01,91.33,-50.709999999999994,15.61,3.2485586162716205,,,,,1
2024-06-14 22:00:00,23,76.44,47.57,90.14,-28.869999999999997,13.700000000000003,2.1072992700729922,,,,,
2024-06-14 23:00:00,24,49.36,42.76,74.24,-6.600000000000001,24.879999999999995,-3.769696969696968,,,,,1
2024-06-15 00:00:00,1,38.1,20.48,62.96,-17.62,24.86,-1.4108967082860384,,,,,
2024-06-15 01:00:00,2,35.02,8.56,58.72,-26.46,23.699999999999996,1.1164556962025318,,,,,
2024-06-15 02:00:00,3,35.02,1.55,45.62,-33.470000000000006,10.599999999999994,3.157547169811323,,,,,1
2024-06-15 03:00:00,4,35.02,0.71,52.55,-34.31,17.529999999999994,1.9572162007986318,,,,,
2024-06-15 04:00:00,5,35.02,0.63,51.31,-34.39,16.29,2.111111111111111,,,,,
2024-06-15 05:00:00,6,35.02,6.97,52.5,-28.050000000000004,17.479999999999997,1.6046910755148747,,,,,
2024-06-15 06:00:00,7,35.02,3.29,57.06,-31.730000000000004,22.04,1.4396551724137934,,,,,
2024-06-15 07:00:00,8,35.01,1.07,64.6,-33.94,29.589999999999996,1.147009124704292,,,,,
2024-06-15 08:00:00,9,17.8,-12.42,45.73,-30.22,27.929999999999996,1.0819906910132475,,,,,
2024-06-15 09:00:00,10,0.0,-4.63,24.61,-4.63,24.61,-5.315334773218143,,,,,1
2024-06-15 10:00:00,11,-0.01,-20.37,0.41,-20.36,0.42,48.476190476190474,,,,1,
2024-06-15 11:00:00,12,-0.6,-30.38,-0.04,-29.779999999999998,0.5599999999999999,53.17857142857143,,,,1,
2024-06-15 12:00:00,13,-0.25,-211.92,-211.92,-211.67,-211.67,,,1,,,
2024-06-15 13:00:00,14,-0.5,-28.54,0.4,-28.04,0.9,31.155555555555555,,,,1,
2024-06-15 14:00:00,15,-0.6,-33.58,-0.35,-32.98,0.25,131.92,,,,1,
2024-06-15 15:00:00,16,-0.72,-113.61,0.17,-112.89,0.89,126.84269662921348,,,,1,
2024-06-15 16:00:00,17,-0.79,-173.78,0.07,-172.99,0.8600000000000001,201.15116279069767,,,,1,
2024-06-15 17:00:00,18,-0.62,-21.71,0.28,-21.09,0.9,23.433333333333334,,,,1,
2024-06-15 18:00:00,19,0.0,6.77,6.77,6.77,6.77,,1,,,,
2024-06-15 19:00:00,20,9.59,-4.77,27.16,-14.36,17.57,-1.2235376044568247,,,,,
2024-06-15 20:00:00,21,35.01,0.92,69.99,-34.089999999999996,34.98,-1.0261073628630097,,,,,
2024-06-15 21:00:00,22,41.64,8.57,75.4,-33.07,33.760000000000005,-1.0208648321741762,,,,,
2024-06-15 22:00:00,23,47.7,28.39,28.39,-19.310000000000002,-19.310000000000002,,,1,,,
2024-06-15 23:00:00,24,41.76,8.23,43.67,-33.53,1.9100000000000037,17.554973821989496,,,,1,
2024-06-16 00:00:00,1,35.01,2.2,52.18,-32.809999999999995,17.17,1.9108910891089104,,,,,
2024-06-16 01:00:00,2,35.0,0.52,46.58,-34.48,11.579999999999998,2.9775474956822108,,,,,
2024-06-16 02:00:00,3,35.0,0.0,41.96,-35.0,6.960000000000001,5.028735632183907,,,,,1
2024-06-16 03:00:00,4,35.0,0.0,28.31,-35.0,-6.690000000000001,,,1,,,
2024-06-16 04:00:00,5,35.0,24.32,37.81,-10.68,2.8100000000000023,3.8007117437722386,,,,,1
2024-06-16 05:00:00,6,35.0,35.73,35.73,0.7299999999999969,0.7299999999999969,,1,,,1,
2024-06-16 06:00:00,7,35.01,36.1,36.1,1.0900000000000034,1.0900000000000034,,1,,,1,
2024-06-16 07:00:00,8,18.5,-12.41,27.1,-30.91,8.600000000000001,3.5941860465116275,,,,,1
2024-06-16 08:00:00,9,0.0,-18.96,28.04,-18.96,28.04,-1.4789029535864977,,,,,
2024-06-16 09:00:00,10,-0.62,-11.28,15.76,-10.66,16.38,-1.5365853658536583,,,,,
2024-06-16 10:00:00,11,-1.01,-17.66,0.0,-16.65,1.01,16.485148514851485,,,,1,
2024-06-16 11:00:00,12,-2.0,-23.69,0.32,-21.69,2.32,9.349137931034484,,,,,1
2024-06-16 12:00:00,13,-2.0,-24.83,0.0,-22.83,2.0,11.415,,,,1,
2024-06-16 13:00:00,14,-2.0,-17.57,0.06,-15.57,2.06,7.558252427184466,,,,,1
2024-06-16 14:00:00,15,-2.0,-60.15,0.02,-58.15,2.02,28.787128712871286,,,,,1
2024-06-16 15:00:00,16,-2.0,-199.21,0.04,-197.21,2.04,96.67156862745098,,,,,1
2024-06-16 16:00:00,17,-2.0,-39.63,0.07,-37.63,2.07,18.17874396135266,,,,,1
2024-06-16 17:00:00,18,-0.85,-9.89,0.18,-9.040000000000001,1.03,8.776699029126215,,,,1,
2024-06-16 18:00:00,19,-0.01,-2.88,0.9,-2.87,0.91,3.1538461538461537,,,,1,
2024-06-16 19:00:00,20,3.25,-2.64,26.73,-5.890000000000001,23.48,-3.9864176570458403,,,,,1
2024-06-16 20:00:00,21,16.8,-5.48,55.6,-22.28,38.8,-1.741472172351885,,,,,
2024-06-16 21:00:00,22,35.02,15.23,79.76,-19.790000000000003,44.74,-2.2607377463365332,,,,,
2024-06-16 22:00:00,23,41.26,42.65,85.92,1.3900000000000006,44.660000000000004,,1,,,,
2024-06-16 23:00:00,24,41.62,6.89,70.35,-34.73,28.729999999999997,1.2088409328228333,,,,,
2024-06-17 00:00:00,1,41.49,23.67,78.32,-17.82,36.82999999999999,-2.066778900112233,,,,,
2024-06-17 01:00:00,2,35.01,20.71,50.27,-14.299999999999997,15.260000000000005,-1.0671328671328677,,,,,
2024-06-17 02:00:00,3,35.0,42.97,42.97,7.969999999999999,7.969999999999999,,1,,,,
2024-06-17 03:00:00,4,35.0,25.41,44.38,-9.59,9.380000000000003,1.0223880597014923,,,,,
2024-06-17 04:00:00,5,32.0,23.0,39.41,-9.0,7.409999999999997,1.2145748987854257,,,,,
2024-06-17 05:00:00,6,35.0,20.37,49.85,-14.629999999999999,14.850000000000001,-1.0150375939849625,,,,,
2024-06-17 06:00:00,7,35.01,21.68,70.81,-13.329999999999998,35.800000000000004,-2.685671417854464,,,,,
2024-06-17 07:00:00,8,46.5,28.15,88.44,-18.35,41.94,-2.285558583106267,,,,,
2024-06-17 08:00:00,9,46.5,13.09,82.0,-33.41,35.5,-1.0625561209218797,,,,,
2024-06-17 09:00:00,10,35.01,9.87,51.24,-25.14,16.230000000000004,1.5489833641404802,,,,,
2024-06-17 10:00:00,11,22.28,27.19,48.08,4.91,25.799999999999997,,1,,,,
2024-06-17 11:00:00,12,3.25,46.89,46.36,43.64,43.11,,1,,,,
2024-06-17 12:00:00,13,1.5,44.74,44.74,43.24,43.24,,1,,,,
2024-06-17 13:00:00,14,0.44,0.53,45.37,0.09000000000000002,44.93,,1,,,,
2024-06-17 14:00:00,15,0.0,0.77,24.74,0.77,24.74,,1,,,,
2024-06-17 15:00:00,16,0.0,0.01,11.7,0.01,11.7,,1,,,,
2024-06-17 16:00:00,17,0.0,0.0,3.19,0.0,3.19,,1,,,,
2024-06-17 17:00:00,18,0.44,0.66,35.53,0.22000000000000003,35.09,,1,,,,
2024-06-17 18:00:00,19,3.25,3.25,60.89,0.0,57.64,,1,,,,
2024-06-17 19:00:00,20,21.72,21.89,69.85,0.1700000000000017,48.129999999999995,,1,,,,
2024-06-17 20:00:00,21,46.38,27.09,99.55,-19.290000000000003,53.169999999999995,-2.7563504406428194,,,,,
2024-06-17 21:00:00,22,72.75,60.48,90.88,-12.270000000000003,18.129999999999995,-1.477587612061939,,,,,
2024-06-17 22:00:00,23,91.27,56.31,96.86,-34.959999999999994,5.590000000000003,6.254025044722714,,,,,1
2024-06-17 23:00:00,24,62.78,30.96,102.83,-31.82,40.05,-1.258642363293526,,,,,
2024-06-18 00:00:00,1,51.76,34.22,88.59,-17.54,36.830000000000005,-2.0997719498289626,,,,,
2024-06-18 01:00:00,2,37.0,79.08,79.08,42.08,42.08,,1,,,,
2024-06-18 02:00:00,3,51.01,60.17,81.54,9.160000000000004,30.53000000000001,,1,,,,
2024-06-18 03:00:00,4,52.59,56.08,82.84,3.489999999999995,30.25,,1,,,,
2024-06-18 04:00:00,5,53.99,33.0,86.5,-20.990000000000002,32.51,-1.5488327775131012,,,,,
2024-06-18 05:00:00,6,66.75,41.77,80.48,-24.979999999999997,13.730000000000004,1.8193736343772753,,,,,
2024-06-18 06:00:00,7,96.13,34.38,90.72,-61.74999999999999,-5.409999999999997,,,1,,,
2024-06-18 07:00:00,8,101.0,40.29,89.0,-60.71,-12.0,,,1,,,
2024-06-18 08:00:00,9,96.13,43.91,91.18,-52.22,-4.949999999999989,,,1,,,
2024-06-18 09:00:00,10,53.39,36.28,87.77,-17.11,34.379999999999995,-2.009351256575102,,,,,
2024-06-18 10:00:00,11,39.0,18.28,89.33,-20.72,50.33,-2.429054054054054,,,,,
2024-06-18 11:00:00,12,35.0,29.34,83.43,-5.66,48.43000000000001,-8.556537102473499,,,,,1
2024-06-18 12:00:00,13,28.37,7.09,88.14,-21.28,59.769999999999996,-2.808740601503759,,,,,
2024-06-18 13:00:00,14,20.97,2.99,102.32,-17.979999999999997,81.35,-4.524471635150167,,,,,1
2024-06-18 14:00:00,15,11.21,12.32,96.58,1.1099999999999994,85.37,,1,,,,
2024-06-18 15:00:00,16,10.6,7.78,83.2,-2.8199999999999994,72.60000000000001,-25.744680851063837,,,,,1
2024-06-18 16:00:00,17,9.99,85.0,79.28,75.01,69.29,,1,,,,
2024-06-18 17:00:00,18,20.27,25.63,83.53,5.359999999999999,63.260000000000005,,1,,,,
2024-06-18 18:00:00,19,35.0,23.65,101.17,-11.350000000000001,66.17,-5.829955947136563,,,,,1
2024-06-18 19:00:00,20,45.28,11.68,84.66,-33.6,39.379999999999995,-1.1720238095238094,,,,,
2024-06-18 20:00:00,21,80.23,35.29,87.15,-44.940000000000005,6.920000000000002,6.49421965317919,,,,,1
2024-06-18 21:00:00,22,124.12,69.41,104.82,-54.71000000000001,-19.30000000000001,,,1,,,
2024-06-18 22:00:00,23,130.9,52.87,112.97,-78.03,-17.930000000000007,,,1,,,
2024-06-18 23:00:00,24,110.41,47.83,74.32,-62.58,-36.09,,,1,,,
2024-06-19 00:00:00,1,105.16,54.28,98.58,-50.879999999999995,-6.579999999999998,,,1,,,
2024-06-19 01:00:00,2,99.96,87.04,108.38,-12.919999999999987,8.420000000000002,1.5344418052256514,,,,,
2024-06-19 02:00:00,3,94.76,95.5,106.37,0.7399999999999949,11.61,,1,,,,
2024-06-19 03:00:00,4,90.56,103.04,103.04,12.480000000000004,12.480000000000004,,1,,,,
2024-06-19 04:00:00,5,90.56,105.45,105.45,14.89,14.89,,1,,,,
2024-06-19 05:00:00,6,94.76,100.68,104.81,5.920000000000002,10.049999999999997,,1,,,,
2024-06-19 06:00:00,7,100.0,56.89,102.52,-43.11,2.519999999999996,17.107142857142883,,,,,1
2024-06-19 07:00:00,8,114.32,84.37,102.71,-29.94999999999999,-11.61,,,1,,,
2024-06-19 08:00:00,9,100.0,35.11,35.11,-64.89,-64.89,,,1,,,
2024-06-19 09:00:00,10,84.69,17.32,17.32,-67.37,-67.37,,,1,,,
2024-06-19 10:00:00,11,74.71,35.54,110.36,-39.169999999999995,35.650000000000006,1.0987377279102382,,,,,
2024-06-19 11:00:00,12,46.41,111.37,111.37,64.96000000000001,64.96000000000001,,1,,,,
2024-06-19 12:00:00,13,43.54,43.53,109.95,-0.00999999999999801,66.41,-6641.000000001321,,,1,,
2024-06-19 13:00:00,14,37.0,44.09,111.79,7.090000000000003,74.79,,1,,,,
2024-06-19 14:00:00,15,36.4,40.04,146.01,3.6400000000000006,109.60999999999999,,1,,,,
2024-06-19 15:00:00,16,35.02,40.21,140.75,5.189999999999998,105.72999999999999,,1,,,,
2024-06-19 16:00:00,17,35.01,74.85,128.92,39.839999999999996,93.91,,1,,,,
2024-06-19 17:00:00,18,35.02,39.72,183.08,4.699999999999996,148.06,,1,,,,
2024-06-19 18:00:00,19,38.47,38.51,106.7,0.03999999999999915,68.23,,1,,,,
2024-06-19 19:00:00,20,79.83,2.73,90.99,-77.1,11.159999999999997,6.908602150537636,,,,,1
2024-06-19 20:00:00,21,87.41,68.2,86.87,-19.209999999999994,-0.539999999999992,,,1,,,
2024-06-19 21:00:00,22,109.81,82.19,105.33,-27.620000000000005,-4.480000000000004,,,1,,,
2024-06-19 22:00:00,23,109.0,72.7,100.83,-36.3,-8.170000000000002,,,1,,,
2024-06-19 23:00:00,24,89.59,67.41,89.49,-22.180000000000007,-0.10000000000000853,,,1,,,
2024-06-20 00:00:00,1,109.26,57.58,105.33,-51.68000000000001,-3.930000000000007,,,1,,,
2024-06-20 01:00:00,2,105.0,61.82,98.32,-43.18,-6.680000000000007,,,1,,,
2024-06-20 02:00:00,3,103.0,61.97,102.14,-41.03,-0.8599999999999994,,,1,,,
2024-06-20 03:00:00,4,102.1,103.59,103.59,1.490000000000009,1.490000000000009,,1,,,1,
2024-06-20 04:00:00,5,96.9,62.2,99.35,-34.7,2.4499999999999886,14.163265306122517,,,,,1
2024-06-20 05:00:00,6,94.3,56.95,93.61,-37.349999999999994,-0.6899999999999977,,,1,,,
2024-06-20 06:00:00,7,99.0,59.74,51.24,-39.26,-47.76,,,1,,,
2024-06-20 07:00:00,8,111.72,67.27,108.31,-44.45,-3.4099999999999966,,,1,,,
2024-06-20 08:00:00,9,103.0,32.53,98.78,-70.47,-4.219999999999999,,,1,,,
2024-06-20 09:00:00,10,95.0,44.97,95.17,-50.03,0.1700000000000017,294.2941176470559,,,,1,
2024-06-20 10:00:00,11,71.87,50.29,106.87,-21.580000000000005,35.0,-1.6218721037998143,,,,,
2024-06-20 11:00:00,12,63.04,64.03,110.17,0.990000000000002,47.13,,1,,,,
2024-06-20 12:00:00,13,59.94,16.99,90.37,-42.95,30.430000000000007,1.4114360828130132,,,,,
2024-06-20 13:00:00,14,58.35,2.92,105.52,-55.43,47.169999999999995,1.1751112995548019,,,,,
2024-06-20 14:00:00,15,61.42,15.33,105.11,-46.09,43.69,1.0549324788281071,,,,,
2024-06-20 15:00:00,16,61.93,45.61,104.13,-16.32,42.199999999999996,-2.58578431372549,,,,,
2024-06-20 16:00:00,17,61.42,103.55,103.55,42.129999999999995,42.129999999999995,,1,,,,
2024-06-20 17:00:00,18,62.15,52.59,92.49,-9.559999999999995,30.339999999999996,-3.173640167364018,,,,,1
2024-06-20 18:00:00,19,77.46,10.5,105.05,-66.96,27.590000000000003,2.4269662921348307,,,,,
2024-06-20 19:00:00,20,107.0,11.96,104.14,-95.03999999999999,-2.8599999999999994,,,1,,,
2024-06-20 20:00:00,21,115.28,37.51,111.43,-77.77000000000001,-3.8499999999999943,,,1,,,
2024-06-20 21:00:00,22,122.78,62.98,120.25,-59.800000000000004,-2.530000000000001,,,1,,,
2024-06-20 22:00:00,23,120.0,73.3,102.8,-46.7,-17.200000000000003,,,1,,,
2024-06-20 23:00:00,24,112.48,63.77,106.94,-48.71,-5.540000000000006,,,1,,,
2024-06-21 00:00:00,1,102.72,57.92,105.57,-44.8,2.8499999999999943,15.719298245614066,,,,,1
2024-06-21 01:00:00,2,100.34,57.78,105.67,-42.56,5.329999999999998,7.984990619136964,,,,,1
2024-06-21 02:00:00,3,102.3,103.08,103.08,0.7800000000000011,0.7800000000000011,,1,,,1,
2024-06-21 03:00:00,4,102.3,108.22,102.34,5.920000000000002,0.04000000000000625,,1,,,1,
2024-06-21 04:00:00,5,102.3,91.71,102.33,-10.590000000000003,0.030000000000001137,352.99999999998676,,,,1,
2024-06-21 05:00:00,6,102.72,48.14,103.47,-54.58,0.75,72.77333333333333,,,,1,
2024-06-21 06:00:00,7,100.0,54.84,98.74,-45.16,-1.2600000000000051,,,1,,,
2024-06-21 07:00:00,8,113.47,51.39,113.11,-62.08,-0.35999999999999943,,,1,,,
2024-06-21 08:00:00,9,114.32,32.32,108.04,-82.0,-6.279999999999987,,,1,,,
2024-06-21 09:00:00,10,105.0,7.09,103.82,-97.91,-1.1800000000000068,,,1,,,
2024-06-21 10:00:00,11,80.0,-8.59,80.35,-88.59,0.3499999999999943,253.11428571428982,,,,1,
2024-06-21 11:00:00,12,60.0,-8.73,67.14,-68.73,7.140000000000001,9.626050420168067,,,,,1
2024-06-21 12:00:00,13,61.34,-3.51,41.71,-64.85000000000001,-19.630000000000003,,,1,,,
2024-06-21 13:00:00,14,57.4,-11.06,40.72,-68.46,-16.68,,,1,,,
2024-06-21 14:00:00,15,55.1,-11.3,48.61,-66.4,-6.490000000000002,,,1,,,
2024-06-21 15:00:00,16,43.17,-8.94,46.26,-52.11,3.0899999999999963,16.864077669902933,,,,,1
2024-06-21 16:00:00,17,40.0,-1.74,40.0,-41.74,0.0,,,1,,,
2024-06-21 17:00:00,18,49.8,-0.43,78.89,-50.23,29.090000000000003,1.7267102096940525,,,,,
2024-06-21 18:00:00,19,56.75,-1.02,72.03,-57.77,15.280000000000001,3.780759162303665,,,,,1
2024-06-21 19:00:00,20,77.46,-3.57,74.84,-81.02999999999999,-2.6199999999999903,,,1,,,
2024-06-21 20:00:00,21,100.01,40.18,103.25,-59.830000000000005,3.239999999999995,18.46604938271608,,,,,1
2024-06-21 21:00:00,22,114.86,80.88,113.37,-33.980000000000004,-1.4899999999999949,,,1,,,
2024-06-21 22:00:00,23,115.0,53.41,111.96,-61.59,-3.0400000000000063,,,1,,,
2024-06-21 23:00:00,24,105.74,44.72,104.58,-61.019999999999996,-1.1599999999999966,,,1,,,
2024-06-22 00:00:00,1,84.0,43.22,101.61,-40.78,17.61,2.3157296990346397,,,,,
2024-06-22 01:00:00,2,76.58,46.76,89.82,-29.82,13.239999999999995,2.2522658610271913,,,,,
2024-06-22 02:00:00,3,75.64,60.16,87.33,-15.480000000000004,11.689999999999998,1.3242087254063308,,,,,
2024-06-22 03:00:00,4,76.1,39.17,84.55,-36.92999999999999,8.450000000000003,4.370414201183429,,,,,1
2024-06-22 04:00:00,5,75.74,53.32,81.19,-22.419999999999995,5.450000000000003,4.113761467889905,,,,,1
2024-06-22 05:00:00,6,75.62,38.92,80.77,-36.7,5.1499999999999915,7.126213592233022,,,,,1
2024-06-22 06:00:00,7,75.64,38.9,81.77,-36.74,6.1299999999999955,5.993474714518765,,,,,1
2024-06-22 07:00:00,8,63.45,-12.02,77.9,-75.47,14.450000000000003,5.222837370242213,,,,,1
2024-06-22 08:00:00,9,36.95,-16.59,64.4,-53.540000000000006,27.450000000000003,1.9504553734061931,,,,,
2024-06-22 09:00:00,10,34.65,-12.45,25.8,-47.099999999999994,-8.849999999999998,,,1,,,
2024-06-22 10:00:00,11,12.54,-2.65,-2.65,-15.19,-15.19,,,1,,,
2024-06-22 11:00:00,12,3.59,0.0,62.53,-3.59,58.94,-16.41782729805014,,,,,1
2024-06-22 12:00:00,13,0.44,-1.11,57.09,-1.55,56.650000000000006,-36.5483870967742,,,1,,
2024-06-22 13:00:00,14,0.03,-3.66,0.44,-3.69,0.41000000000000003,9.0,,,,1,
2024-06-22 14:00:00,15,0.0,-6.6,1.06,-6.6,1.06,6.226415094339622,,,,1,
2024-06-22 15:00:00,16,0.0,-2.75,1.4,-2.75,1.4,1.9642857142857144,,,,1,
2024-06-22 16:00:00,17,0.0,2.32,2.32,2.32,2.32,,1,,,,
2024-06-22 17:00:00,18,0.0,36.88,36.88,36.88,36.88,,1,,,,
2024-06-22 18:00:00,19,0.44,0.31,81.94,-0.13,81.5,-626.9230769230769,,,1,,
2024-06-22 19:00:00,20,35.0,20.93,83.52,-14.07,48.519999999999996,-3.448471926083866,,,,,1
2024-06-22 20:00:00,21,50.0,41.66,88.83,-8.340000000000003,38.83,-4.65587529976019,,,,,1
2024-06-22 21:00:00,22,76.79,47.85,86.87,-28.940000000000005,10.079999999999998,2.871031746031747,,,,,
2024-06-22 22:00:00,23,99.1,63.62,95.65,-35.48,-3.4499999999999886,,,1,,,
2024-06-22 23:00:00,24,77.46,39.89,82.66,-37.56999999999999,5.200000000000003,7.224999999999994,,,,,1
2024-06-23 00:00:00,1,77.0,34.38,84.12,-42.62,7.1200000000000045,5.985955056179771,,,,,1
2024-06-23 01:00:00,2,56.99,31.67,82.44,-25.32,25.449999999999996,-1.0051342812006316,,,,,
2024-06-23 02:00:00,3,46.19,33.98,83.9,-12.21,37.71000000000001,-3.088452088452089,,,,,1
2024-06-23 03:00:00,4,35.01,16.01,81.55,-18.999999999999996,46.54,-2.4494736842105267,,,,,
2024-06-23 04:00:00,5,35.0,31.87,46.1,-3.129999999999999,11.100000000000001,-3.5463258785942506,,,,,1
2024-06-23 05:00:00,6,35.0,31.8,68.32,-3.1999999999999993,33.31999999999999,-10.4125,,,,,1
2024-06-23 06:00:00,7,35.0,30.71,42.85,-4.289999999999999,7.850000000000001,-1.8298368298368306,,,,,
2024-06-23 07:00:00,8,30.65,2.36,64.54,-28.29,33.89000000000001,-1.1979498055850126,,,,,
2024-06-23 08:00:00,9,9.76,-11.96,43.28,-21.72,33.52,-1.543278084714549,,,,,
2024-06-23 09:00:00,10,0.0,-10.48,2.86,-10.48,2.86,3.6643356643356646,,,,,1
2024-06-23 10:00:00,11,-0.01,-11.03,0.89,-11.02,0.9,12.244444444444444,,,,1,
2024-06-23 11:00:00,12,-0.11,-11.54,1.9,-11.43,2.01,5.686567164179105,,,,,1
2024-06-23 12:00:00,13,-0.5,-14.33,0.43,-13.83,0.9299999999999999,14.870967741935486,,,,1,
2024-06-23 13:00:00,14,-1.0,-17.44,0.23,-16.44,1.23,13.365853658536587,,,,1,
2024-06-23 14:00:00,15,-1.99,-18.04,0.1,-16.05,2.09,7.679425837320575,,,,,1
2024-06-23 15:00:00,16,-2.0,-14.54,0.1,-12.54,2.1,5.971428571428571,,,,,1
2024-06-23 16:00:00,17,-0.85,-6.51,0.44,-5.66,1.29,4.387596899224806,,,,1,
2024-06-23 17:00:00,18,-0.66,-7.16,0.39,-6.5,1.05,6.19047619047619,,,,1,
2024-06-23 18:00:00,19,-0.01,-2.85,2.91,-2.8400000000000003,2.92,-1.028169014084507,,,,,
2024-06-23 19:00:00,20,1.0,-0.56,60.89,-1.56,59.89,-38.39102564102564,,,1,,
2024-06-23 20:00:00,21,35.01,3.26,84.7,-31.75,49.690000000000005,-1.5650393700787404,,,,,
2024-06-23 21:00:00,22,77.0,23.05,95.04,-53.95,18.040000000000006,2.990576496674057,,,,,
2024-06-23 22:00:00,23,95.62,77.92,97.53,-17.700000000000003,1.9099999999999966,9.267015706806301,,,,1,
2024-06-23 23:00:00,24,80.15,95.62,95.62,15.469999999999999,15.469999999999999,,1,,,,
2024-06-24 00:00:00,1,51.8,80.63,80.63,28.83,28.83,,1,,,,
2024-06-24 01:00:00,2,43.6,45.32,80.45,1.7199999999999989,36.85,,1,,,,
2024-06-24 02:00:00,3,40.0,50.13,81.25,10.130000000000003,41.25,,1,,,,
2024-06-24 03:00:00,4,35.4,39.95,74.43,4.550000000000004,39.03000000000001,,1,,,,
2024-06-24 04:00:00,5,35.02,37.65,77.19,2.6299999999999955,42.169999999999995,,1,,,,
2024-06-24 05:00:00,6,49.07,21.01,76.56,-28.06,27.490000000000002,1.0207348126591487,,,,,
2024-06-24 06:00:00,7,55.03,17.89,76.22,-37.14,21.189999999999998,1.7527135441245874,,,,,
2024-06-24 07:00:00,8,70.0,33.5,80.95,-36.5,10.950000000000003,3.3333333333333326,,,,,1
2024-06-24 08:00:00,9,40.0,5.17,73.58,-34.83,33.58,1.0372245384157237,,,,,
2024-06-24 09:00:00,10,35.02,-2.93,76.07,-37.95,41.04999999999999,-1.0816864295125161,,,,,
2024-06-24 10:00:00,11,35.0,4.13,54.96,-30.87,19.96,1.5465931863727456,,,,,
2024-06-24 11:00:00,12,5.0,-3.87,5.0,-8.870000000000001,0.0,,,1,,,
2024-06-24 12:00:00,13,3.6,-4.29,73.43,-7.890000000000001,69.83000000000001,-8.85044359949303,,,,,1
2024-06-24 13:00:00,14,5.1,-2.5,71.34,-7.6,66.24000000000001,-8.715789473684213,,,,,1
2024-06-24 14:00:00,15,2.9,2.92,62.71,0.020000000000000018,59.81,,1,,,,
2024-06-24 15:00:00,16,0.0,-1.68,58.91,-1.68,58.91,-35.06547619047619,,,1,,
2024-06-24 16:00:00,17,0.0,0.0,41.18,0.0,41.18,,1,,,,
2024-06-24 17:00:00,18,5.0,-0.81,57.51,-5.8100000000000005,52.51,-9.037865748709121,,,,,1
2024-06-24 18:00:00,19,34.8,19.61,80.73,-15.189999999999998,45.93000000000001,-3.0236998025016466,,,,,1
2024-06-24 19:00:00,20,35.45,2.96,71.43,-32.49,35.980000000000004,-1.1074176669744538,,,,,
2024-06-24 20:00:00,21,83.27,37.68,99.62,-45.589999999999996,16.35000000000001,2.7883792048929648,,,,,
2024-06-24 21:00:00,22,117.33,92.4,116.78,-24.929999999999993,-0.5499999999999972,,,1,,,
2024-06-24 22:00:00,23,113.7,111.02,111.02,-2.680000000000007,-2.680000000000007,,,1,,,
2024-06-24 23:00:00,24,91.54,69.66,98.81,-21.88000000000001,7.269999999999996,3.009628610729026,,,,,1
2024-06-25 00:00:00,1,79.51,55.15,110.96,-24.360000000000007,31.44999999999999,-1.2910509031198678,,,,,
2024-06-25 01:00:00,2,94.85,60.41,100.18,-34.44,5.3300000000000125,6.461538461538446,,,,,1
2024-06-25 02:00:00,3,91.15,69.86,98.42,-21.290000000000006,7.269999999999996,2.928473177441543,,,,,
2024-06-25 03:00:00,4,82.0,76.64,89.8,-5.359999999999999,7.799999999999997,-1.4552238805970146,,,,,
2024-06-25 04:00:00,5,89.85,90.96,90.96,1.1099999999999994,1.1099999999999994,,1,,,1,
2024-06-25 05:00:00,6,73.0,48.6,87.16,-24.4,14.159999999999997,1.7231638418079098,,,,,
2024-06-25 06:00:00,7,82.0,44.19,87.41,-37.81,5.409999999999997,6.988909426987066,,,,,1
