date,period,RR_subir,RR_bajar,terc_bajar,terc_subir,sec_subir,sec_bajar,total_ssaa_no_sec
2024-06-17,16,301.0,-1.0,,372.5,477.7,-93.6,672.5
2024-06-17,17,92.3,-92.3,,557.5,432.5,-79.6,557.5
2024-06-17,18,643.5,-2.0,,1302.8,667.0,-75.9,1944.3
2024-06-17,19,510.3,-10.3,,1822.7,703.4,-73.7,2322.7
2024-06-17,20,1266.3,-34.3,,1312.5,400.8,-178.0,2544.5
2024-06-17,21,467.5,-271.5,-32.5,587.5,325.1,-252.0,751.0
2024-06-17,22,170.8,-45.8,,455.0,272.7,-171.1,580.0
2024-06-17,23,446.5,-318.8,-62.5,255.0,333.5,-62.0,320.2
2024-06-17,24,87.8,-187.8,,340.0,338.4,-41.9,240.0
2024-06-18,1,610.0,-16.0,,300.0,316.7,-122.0,894.0
2024-06-18,2,4.8,-104.8,,365.0,554.8,-4.3,265.0
2024-06-18,3,350.0,,,560.0,453.3,-26.7,910.0
2024-06-18,4,800.0,,,415.0,268.2,-54.6,1215.0
2024-06-18,5,1075.0,,,392.5,1.9,-284.6,1467.5
2024-06-18,6,381.5,-51.5,,267.5,108.4,-291.6,597.5
2024-06-18,7,164.0,-289.0,-172.5,172.5,23.0,-494.0,-125.0
2024-06-18,8,167.8,-762.8,-257.5,25.0,366.7,-412.0,-827.5
2024-06-18,9,243.0,-643.0,-677.5,,564.0,-54.1,-1077.5
2024-06-18,10,101.8,-726.8,-107.5,335.0,898.7,-88.1,-397.49999999999994
2024-06-18,11,242.0,-199.5,,1946.375,165.5,-401.4,1988.875
2024-06-18,12,530.0,,,1485.0,46.5,-389.9,2015.0
2024-06-18,13,480.0,,,517.5,171.6,-483.1,997.5
2024-06-18,14,69.0,-68.3,,1358.675,192.3,-368.0,1359.375
2024-06-18,15,180.0,,,1114.725,336.1,-126.9,1294.725
2024-06-18,16,247.5,-2.5,,665.0,125.7,-415.8,910.0
2024-06-18,17,283.0,-17.0,,182.625,352.3,-38.5,448.625
2024-06-18,18,76.5,-96.5,,585.375,187.4,-200.5,565.375
2024-06-18,19,195.3,-27.3,,825.0,40.0,-722.2,993.0
2024-06-18,20,195.8,-390.8,-847.6,82.5,183.8,-346.8,-960.1
2024-06-18,21,256.5,-1069.5,-408.775,55.0,416.9,-257.4,-1166.775
2024-06-18,22,228.8,-340.8,-292.5,97.5,94.3,-718.3,-307.0
2024-06-18,23,613.3,-209.3,-1429.3,,83.5,-380.6,-1025.3
2024-06-18,24,198.3,-522.3,-811.7,,70.2,-205.6,-1135.7
2024-06-19,1,,,-305.0,52.5,189.5,-120.8,-252.5
2024-06-19,2,287.8,-82.8,,607.5,459.1,-58.9,812.5
2024-06-19,3,386.8,-11.8,,607.5,301.8,-38.9,982.5
2024-06-19,4,323.5,-23.5,,635.0,277.5,-8.2,935.0
2024-06-19,5,246.8,-25.8,,690.0,327.3,-8.0,911.0
2024-06-19,6,498.0,-23.0,,457.5,298.2,-32.8,932.5
2024-06-19,7,227.3,-109.3,-77.5,325.0,310.7,-221.0,365.49999999999994
2024-06-19,8,239.3,-446.3,-515.0,,32.8,-81.3,-722.0
2024-06-19,9,364.0,-788.0,-322.5,,0.0,-0.0,-746.5
2024-06-19,10,75.0,-920.0,-413.8,,0.0,-0.0,-1258.8
2024-06-19,11,264.3,-305.3,-265.0,,0.0,-0.0,-306.0
2024-06-19,12,114.3,-514.3,,1137.9,0.0,-0.0,737.9000000000001
2024-06-19,13,223.5,-48.5,,1177.5,0.0,-0.0,1352.5
2024-06-19,14,383.8,-161.3,,1165.225,0.0,-0.0,1387.725
2024-06-19,15,359.0,-109.0,,1989.125,0.0,-0.0,2239.125
2024-06-19,16,407.5,-107.5,,2257.5,0.0,-0.0,2557.5
2024-06-19,17,306.0,,,1867.5,0.0,-0.0,2173.5
2024-06-19,18,199.5,-95.5,,1902.5,0.0,-0.0,2006.5
2024-06-19,19,336.0,-6.0,,1077.5,0.0,-0.0,1407.5
2024-06-19,20,21.0,-321.0,-965.0,192.5,0.0,-0.0,-1072.5
2024-06-19,21,69.5,-1069.5,-347.375,25.0,269.0,-151.9,-1322.375
2024-06-19,22,117.8,-1092.8,-25.0,,308.6,-41.0,-1000.0
2024-06-19,23,239.8,-664.8,-722.5,,224.1,-681.0,-1147.5
2024-06-19,24,115.8,-640.8,-227.5,80.0,66.2,-775.1,-672.5
2024-06-20,1,79.3,-100.3,-1242.306,,403.8,-19.8,-1263.306
2024-06-20,2,,-70.0,,,195.1,-123.7,-70.0
2024-06-20,3,,,,392.5,348.8,-143.2,392.5
2024-06-20,4,,,,810.0,459.0,-23.7,810.0
2024-06-20,5,109.3,-209.3,,967.35,165.8,-30.1,867.3500000000001
2024-06-20,6,135.0,-69.0,,582.5,143.0,-224.1,648.5
2024-06-20,7,,,-297.5,55.0,105.3,-322.5,-242.5
2024-06-20,8,6.0,-393.0,-792.5,,411.2,-8.7,-1179.5
2024-06-20,9,,,-1220.575,,300.3,-369.9,-1220.575
2024-06-20,10,144.5,-119.5,-784.925,,147.0,-388.2,-759.925
2024-06-20,11,209.8,-432.8,-655.3,,687.2,-32.1,-878.3
2024-06-20,12,63.5,-51.5,,665.0,633.7,-69.7,677.0
2024-06-20,13,,,-545.875,147.5,73.2,-601.3,-398.375
2024-06-20,14,82.8,-82.8,-2202.5,,739.2,-63.6,-2202.5
2024-06-20,15,47.3,-964.3,-227.5,,688.5,-22.1,-1144.5
2024-06-20,16,37.8,-100.8,-588.7,,697.0,-50.0,-651.7
2024-06-20,17,1.0,-650.0,,635.0,786.8,-8.6,-14.0
2024-06-20,18,78.8,-41.8,,267.5,114.9,-404.9,304.5
2024-06-20,19,336.8,-108.0,-1069.5,,782.5,-49.0,-840.7
2024-06-20,20,148.5,-928.8,-1852.5,,245.9,-323.5,-2632.8
2024-06-20,21,181.0,-1864.0,-1459.1,,583.7,-129.0,-3142.1
2024-06-20,22,9.0,-1552.5,-265.0,,795.4,-81.2,-1808.5
2024-06-20,23,29.5,-1048.5,,,178.6,-206.7,-1019.0
2024-06-20,24,65.5,-929.5,-157.5,,239.0,-119.7,-1021.5
2024-06-21,1,78.0,-28.0,,337.5,336.7,-127.0,387.5
2024-06-21,2,75.5,-40.5,,730.0,132.9,-73.9,765.0
2024-06-21,3,108.0,-13.0,,597.5,191.2,-13.7,692.5
2024-06-21,4,76.5,-13.5,,617.5,155.9,-31.0,680.5
2024-06-21,5,358.3,-12.3,,197.5,216.5,-52.0,543.5
2024-06-21,6,144.5,-19.5,,525.0,314.9,-80.8,650.0
2024-06-21,7,187.8,-187.8,-115.0,130.0,125.3,-294.8,15.0
2024-06-21,8,257.0,-701.0,-842.5,,682.9,-125.9,-1286.5
2024-06-21,9,321.0,-1368.0,-634.675,,367.3,-340.5,-1681.675
2024-06-21,10,154.3,-855.3,-1121.025,,647.1,-167.2,-1822.025
2024-06-21,11,38.0,-1270.0,-1065.0,,262.8,-146.6,-2297.0
2024-06-21,12,,-1475.0,-820.925,,322.3,-114.9,-2295.925
2024-06-21,13,,-1600.0,-625.4,,216.1,-156.0,-2225.4
2024-06-21,14,,-1650.0,-900.0,,257.0,-45.8,-2550.0
2024-06-21,15,,-1825.0,-205.0,,358.9,-149.6,-2030.0
2024-06-21,16,,-1725.0,,135.0,586.4,-23.2,-1590.0
2024-06-21,17,,-1161.0,,112.5,302.8,-36.3,-1048.5
2024-06-21,18,,-1000.0,-302.5,,128.9,-367.6,-1302.5
2024-06-21,19,143.3,-911.3,-567.5,,445.2,-25.5,-1335.5
2024-06-21,20,38.5,-1162.5,-475.0,165.0,43.8,-785.0,-1434.0
2024-06-21,21,414.3,-709.3,-685.0,,247.9,-372.3,-980.0
2024-06-21,22,91.5,-501.5,,,427.5,-55.4,-410.0
2024-06-21,23,101.8,-254.8,-209.025,,291.8,-204.6,-362.025
2024-06-21,24,34.5,-284.5,-387.5,,512.2,-34.4,-637.5
2024-06-22,1,,,-300.0,52.5,571.7,-75.7,-247.5
2024-06-22,2,56.0,-6.0,-342.5,80.0,467.2,-89.5,-212.5
2024-06-22,3,295.0,-1.0,-110.0,72.5,332.1,-16.6,256.5
2024-06-22,4,,-100.0,-85.0,85.0,297.3,-0.5,-100.0
2024-06-22,5,,-200.0,-20.0,,273.0,-0.3,-220.0
2024-06-22,6,,,-135.0,20.0,215.5,-17.1,-115.0
2024-06-22,7,,,-305.0,,266.0,-33.5,-305.0
2024-06-22,8,44.5,-257.0,-487.5,170.0,411.4,-38.5,-530.0
2024-06-22,9,102.8,-877.8,-942.5,130.0,237.5,-130.2,-1587.5
2024-06-22,10,54.5,-1281.5,-860.0,,128.7,-150.2,-2087.0
2024-06-22,11,12.5,-480.5,-302.5,,8.9,-736.7,-770.5
2024-06-22,12,16.3,-252.3,-577.5,30.15,107.2,-204.3,-783.35
2024-06-22,13,,-457.0,-585.0,,516.9,-4.5,-1042.0
2024-06-22,14,,-600.0,-480.0,,233.6,-17.8,-1080.0
2024-06-22,15,,-850.0,-230.0,,573.2,-8.1,-1080.0
2024-06-22,16,,-600.0,,377.5,638.7,-39.9,-222.5
2024-06-22,17,,-600.0,,732.5,497.7,-9.1,132.5
2024-06-22,18,23.8,-273.8,,974.725,649.5,-11.5,724.7249999999999
2024-06-22,19,89.5,-239.5,,2000.0,545.5,-86.6,1850.0
2024-06-22,20,950.0,-111.0,,527.5,270.3,-349.7,1366.5
2024-06-22,21,507.0,-107.0,-182.5,410.0,246.8,-240.2,627.5
2024-06-22,22,120.0,-83.0,,110.0,460.8,-114.1,147.0
2024-06-22,23,186.8,-56.8,-72.5,77.5,241.9,-51.5,135.0
2024-06-22,24,69.3,-144.3,-330.0,45.0,216.1,-128.5,-360.0
2024-06-23,1,157.8,-14.8,-22.5,270.0,321.8,-27.1,390.5
2024-06-23,2,233.0,-8.0,-15.0,312.5,425.5,-24.9,522.5
2024-06-23,3,247.0,-252.0,-55.075,173.3,117.1,-55.8,113.22500000000001
2024-06-23,4,0.3,-245.3,-140.0,90.65,354.6,-13.7,-294.35
2024-06-23,5,32.0,-332.0,,25.0,458.9,-38.5,-275.0
2024-06-23,6,28.0,-328.0,,,406.6,-33.0,-300.0
2024-06-23,7,13.0,-383.0,,65.85,80.5,-82.7,-304.15
2024-06-23,8,144.0,-321.0,-689.025,50.0,449.2,-97.1,-816.025
2024-06-23,9,4.5,-514.5,-767.5,77.5,367.8,-90.9,-1200.0
2024-06-23,10,,-397.0,-748.825,,355.8,-187.1,-1145.825
2024-06-23,11,,-828.0,-989.7,,649.4,-5.0,-1817.7
2024-06-23,12,,-1294.0,-874.925,,594.6,-1.0,-2168.925
2024-06-23,13,,-1200.0,-1193.2,,348.7,-19.3,-2393.2
2024-06-23,14,,-1053.0,-696.95,,463.8,-21.4,-1749.95
2024-06-23,15,,-1045.0,-692.275,,564.2,-2.1,-1737.275
2024-06-23,16,,-883.0,-337.925,,734.0,-8.8,-1220.925
2024-06-23,17,,-539.0,-570.0,,280.5,-10.8,-1109.0
2024-06-23,18,,-771.0,-115.0,,167.2,-99.5,-886.0
2024-06-23,19,2.8,-280.8,-280.0,,458.8,-142.7,-558.0
2024-06-23,20,99.8,-961.8,-77.5,225.0,125.0,-250.7,-714.5
2024-06-23,21,165.8,-790.8,-307.4,150.0,273.5,-192.4,-782.3999999999999
2024-06-23,22,728.8,-228.8,-273.75,180.0,709.5,-208.4,406.25
2024-06-23,23,586.0,-67.0,,860.0,361.7,-34.2,1379.0
2024-06-23,24,706.5,-31.5,,672.5,276.4,-9.2,1347.5
2024-06-24,1,79.8,-4.8,,495.0,584.1,-2.4,570.0
2024-06-24,2,279.0,,,555.0,325.1,-67.6,834.0
2024-06-24,3,322.0,,,490.0,353.0,-24.5,812.0
2024-06-24,4,535.0,,,65.0,113.1,-94.1,600.0
2024-06-24,5,470.0,,,,84.1,-75.4,470.0
2024-06-24,6,351.0,,-95.45,200.0,8.2,-472.9,455.55
2024-06-24,7,120.0,-28.0,-95.0,55.0,26.0,-422.4,52.0
2024-06-24,8,332.5,-65.5,-386.275,,313.7,-198.5,-119.27499999999998
2024-06-24,9,261.5,-312.5,-672.5,105.0,218.3,-238.1,-618.5
2024-06-24,10,150.8,-275.8,-1312.5,,709.8,-19.1,-1437.5
2024-06-24,11,28.8,-468.0,-749.025,,410.6,-127.9,-1188.225
2024-06-24,12,,-425.0,-862.5,,444.7,-52.3,-1287.5
2024-06-24,13,212.8,-212.8,-1052.5,,564.8,-21.6,-1052.5
2024-06-24,14,,-413.0,-225.0,275.0,680.3,-5.7,-363.0
2024-06-24,15,,-14.0,,337.7,302.4,-41.9,323.7
2024-06-24,16,,,-307.5,,544.6,-8.1,-307.5
2024-06-24,17,,,,195.025,90.8,-69.0,195.025
2024-06-24,18,,,,194.425,212.7,-185.7,194.425
2024-06-24,19,109.5,-109.5,-276.25,200.0,639.7,-99.8,-76.25
2024-06-24,20,359.0,-484.0,-340.0,,144.8,-376.9,-465.0
2024-06-24,21,491.3,-616.3,-412.5,431.875,558.2,-218.0,-105.625
2024-06-24,22,,,-97.5,645.0,528.5,-58.7,547.5
2024-06-24,23,141.5,-391.5,,477.5,584.0,-10.1,227.5
2024-06-24,24,417.0,-67.0,,717.5,437.4,-74.2,1067.5
2024-06-25,1,655.3,-0.3,,225.0,501.6,-82.6,880.0
2024-06-25,2,491.3,-16.3,,952.5,245.3,-100.1,1427.5
2024-06-25,3,1203.5,-3.5,,,50.1,-164.5,1200.0
2024-06-25,4,853.3,-3.3,,,252.9,-7.8,850.0
2024-06-25,5,503.3,-3.3,,,398.6,-0.9,500.0
2024-06-25,6,306.5,-31.5,,,351.8,-93.1,275.0
2024-06-25,7,82.3,-343.3,-107.5,,432.3,-90.7,-368.5
2024-06-25,8,121.0,-915.0,-242.5,,899.9,-37.1,-1036.5
2024-06-25,9,216.8,-988.8,-760.0,,1167.2,-31.9,-1532.0
2024-06-25,10,142.8,-423.8,-241.175,65.0,735.3,-64.4,-457.175
2024-06-25,11,347.5,-45.5,-102.4,115.0,449.8,-32.9,314.6
2024-06-25,12,172.8,-3.8,-50.0,142.75,646.8,-6.6,261.75
2024-06-25,13,12.3,-12.3,,443.025,355.9,-14.4,443.025
2024-06-25,14,28.8,-28.8,,501.05,80.4,-511.8,501.05
2024-06-25,15,37.8,-37.8,-260.0,212.45,840.2,-23.7,-47.55000000000001
2024-06-25,16,175.0,-2.0,,1237.5,244.6,-142.2,1410.5
2024-06-25,17,593.0,,,284.925,231.4,-185.6,877.925
2024-06-25,18,644.0,,,1142.5,418.7,-85.8,1786.5
2024-06-25,19,457.8,-64.8,-57.5,900.0,645.7,-238.9,1235.5
2024-06-25,20,1274.8,-24.8,-247.5,65.0,86.4,-1014.9,1067.5
2024-06-25,21,757.8,-501.8,-965.0,,310.3,-295.2,-709.0
2024-06-25,22,754.3,-323.3,-592.5,,158.7,-313.4,-161.50000000000006
2024-06-25,23,512.5,-362.5,-542.5,,226.3,-225.4,-392.5
2024-06-25,24,680.5,-240.5,,447.45,221.5,-234.8,887.45
2024-06-26,1,,,,230.0,858.3,-22.4,230.0
2024-06-26,2,536.5,-11.5,,445.0,587.0,-41.2,970.0
2024-06-26,3,784.3,-9.3,,135.0,400.0,-134.8,910.0
2024-06-26,4,1500.0,,,,40.4,-257.5,1500.0
2024-06-26,5,1059.0,-9.0,-80.0,,55.4,-411.2,970.0
2024-06-26,6,409.8,-9.8,-95.0,,78.8,-418.1,305.0
2024-06-26,7,220.0,-445.0,-290.0,,34.7,-486.2,-515.0
2024-06-26,8,652.3,-252.3,-1559.025,,438.7,-341.7,-1159.025
2024-06-26,9,201.3,-755.3,-422.5,,246.9,-474.5,-976.5
2024-06-26,10,862.8,-14.8,-425.0,,79.3,-398.3,423.0
2024-06-26,11,356.0,-146.0,,317.5,312.5,-247.8,527.5
2024-06-26,12,201.8,-93.8,,741.667,241.6,-320.5,849.6670000000001
2024-06-26,13,38.5,-333.5,,260.0,21.6,-661.7,-35.0
2024-06-26,14,,-711.0,,327.5,50.4,-335.9,-383.5
2024-06-26,15,,-511.0,,215.0,193.5,-118.5,-296.0
2024-06-26,16,7.0,-427.0,-20.0,,241.8,-101.1,-440.0
2024-06-26,17,,-800.0,-139.325,55.0,501.9,-176.7,-884.325
2024-06-26,18,77.3,-957.3,-742.5,1347.281,806.5,-113.4,-275.21900000000005
2024-06-26,19,118.0,-295.0,,1422.5,79.2,-946.5,1245.5
2024-06-26,20,9.3,-453.3,-210.0,547.5,43.9,-717.8,-106.50000000000006
2024-06-26,21,327.5,-792.5,-830.1,102.5,657.4,-238.2,-1192.6
2024-06-26,22,151.5,-349.7,-495.0,,567.2,-35.6,-693.2
2024-06-26,23,188.3,-563.3,-175.0,82.5,329.0,-101.2,-467.49999999999994
2024-06-26,24,,,-120.0,365.0,313.4,-189.8,245.0
2024-06-27,1,,,,172.5,903.7,-37.6,172.5
2024-06-27,2,,,,217.5,989.6,-8.0,217.5
2024-06-27,3,318.3,-18.3,,445.0,982.9,-5.7,745.0
2024-06-27,4,564.8,-25.8,,260.0,768.5,-5.9,799.0
2024-06-27,5,790.0,-40.8,,305.0,424.9,-6.1,1054.2
2024-06-27,6,14.0,-73.0,,897.5,447.0,-74.1,838.5
2024-06-27,7,225.0,-170.0,,297.5,355.9,-110.6,352.5
2024-06-27,8,428.3,-128.3,-222.5,195.0,357.5,-101.4,272.49999999999994
2024-06-27,9,661.3,-537.8,-200.675,150.0,652.4,-89.2,72.82499999999999
2024-06-27,10,550.8,-150.8,,892.5,851.9,-16.1,1292.5
2024-06-27,11,1260.5,-3.8,,990.0,200.0,-358.9,2246.7
2024-06-27,12,1233.0,,,342.5,115.4,-555.8,1575.5
2024-06-27,13,755.0,,,165.0,155.4,-469.5,920.0
2024-06-27,14,79.5,-67.3,,355.0,309.9,-60.8,367.2
2024-06-27,15,811.0,,,562.5,129.0,-330.4,1373.5
2024-06-27,16,900.0,,-884.166,175.0,277.3,-306.8,190.83399999999995
2024-06-27,17,138.0,-197.0,,37.5,667.2,-16.7,-21.5
2024-06-27,18,46.8,-342.8,,1014.157,358.4,-316.3,718.1570000000002
2024-06-27,19,497.8,-90.5,,634.275,613.8,-165.2,1041.575
2024-06-27,20,428.5,-154.5,,75.0,366.2,-112.9,349.0
2024-06-27,21,535.8,-448.3,-85.0,575.0,193.2,-319.4,577.5
2024-06-27,22,,,,237.5,696.3,-65.1,237.5
2024-06-27,23,475.3,-175.8,-107.5,,330.8,-80.1,192.0
2024-06-27,24,452.3,-87.0,,87.5,495.2,-66.6,452.79999999999995
2024-06-28,1,29.0,-29.0,,577.5,814.1,-3.2,577.5
2024-06-28,2,145.0,-99.0,,770.0,499.2,-23.4,816.0
2024-06-28,3,342.8,-28.0,,30.0,720.9,-3.8,344.8
2024-06-28,4,323.5,-21.8,,387.5,717.2,-1.7,689.2
2024-06-28,5,307.0,-43.0,,445.0,614.2,-0.0,709.0
2024-06-28,6,864.5,-72.3,,455.0,276.1,-55.0,1247.2
2024-06-28,7,984.0,-55.5,,690.0,527.7,-74.4,1618.5
2024-06-28,8,824.8,-87.3,,308.55,309.8,-81.5,1046.05
2024-06-28,9,605.3,-205.3,-40.575,647.5,196.6,-176.0,1006.925
2024-06-28,10,178.3,-178.3,,1160.0,256.4,-178.0,1160.0
2024-06-28,11,891.5,-34.5,,257.5,172.6,-132.7,1114.5
2024-06-28,12,813.0,,-78.8,495.658,454.5,-186.6,1229.858
2024-06-28,13,112.0,-212.0,,2262.025,219.8,-642.0,2162.025
2024-06-28,14,1756.0,,-52.5,130.0,356.4,-78.2,1833.5
2024-06-28,15,1300.0,,,1535.0,165.7,-576.3,2835.0
2024-06-28,16,1600.0,,-209.999,721.925,66.2,-610.0,2111.9260000000004
2024-06-28,17,1209.0,,-515.0,,532.4,-79.6,694.0
2024-06-28,18,60.3,-70.3,,444.1,307.8,-167.2,434.1
2024-06-28,19,479.3,-7.8,-65.0,,481.2,-267.5,406.5
2024-06-28,20,284.5,-274.5,-114.475,495.0,501.4,-156.2,390.525
2024-06-28,21,260.8,-821.8,,787.5,19.2,-1004.6,226.5
2024-06-28,22,85.3,-266.3,-1043.65,,566.5,-37.9,-1224.65
2024-06-28,23,10.0,-696.0,-637.5,,25.3,-420.6,-1323.5
2024-06-28,24,5.0,-1056.0,-780.0,,72.4,-336.8,-1831.0
2024-06-29,1,259.0,-116.5,-781.05,,142.1,-122.0,-638.55
2024-06-29,2,66.8,-395.3,,,203.6,-92.9,-328.5
2024-06-29,3,107.8,-226.8,,,370.6,-44.0,-119.00000000000001
2024-06-29,4,77.3,-277.3,-549.5,,631.1,-24.2,-749.5
2024-06-29,5,75.0,-497.8,,220.0,1168.2,-3.3,-202.8
2024-06-29,6,342.0,,,1047.5,662.0,-30.2,1389.5
2024-06-29,7,1156.0,,,780.0,443.8,-90.8,1936.0
2024-06-29,8,548.8,-55.3,,882.5,315.2,-56.4,1376.0
2024-06-29,9,82.8,-357.8,,1210.95,146.4,-149.6,935.95
2024-06-29,10,74.0,-355.0,,1075.0,411.2,-89.2,794.0
2024-06-29,11,399.0,-99.0,,1505.0,435.2,-86.9,1805.0
2024-06-29,12,470.5,-20.5,,1945.0,375.7,-220.2,2395.0
2024-06-29,13,779.0,-4.0,,1420.7,199.1,-391.2,2195.7
2024-06-29,14,199.5,-99.5,,1035.7,201.0,-375.6,1135.7
2024-06-29,15,53.0,-553.0,,1298.6,324.5,-88.1,798.5999999999999
2024-06-29,16,50.8,-347.8,,913.85,197.0,-103.1,616.8499999999999
2024-06-29,17,500.0,,,552.4,63.1,-326.8,1052.4
2024-06-29,18,881.0,,,195.0,39.3,-839.1,1076.0
2024-06-29,19,431.0,,,154.875,82.6,-736.9,585.875
2024-06-29,20,513.0,-293.0,,734.475,200.1,-185.0,954.4749999999999
2024-06-29,21,620.8,-36.8,,627.5,239.5,-304.4,1211.5
2024-06-29,22,422.3,-144.3,,,509.1,-143.3,278.0
2024-06-29,23,447.5,-39.3,,,372.4,-28.3,408.2
2024-06-29,24,462.3,-41.0,,52.5,510.4,-27.9,473.79999999999995
2024-06-30,1,203.5,-28.5,,632.5,487.3,-56.9,807.5
2024-06-30,2,389.3,-14.3,,347.5,429.3,-5.8,722.5
2024-06-30,3,327.0,-27.0,,220.0,309.9,-7.2,520.0
2024-06-30,4,199.0,-49.0,,342.5,180.7,-39.5,492.5
2024-06-30,5,251.5,-1.5,,322.5,429.7,-4.8,572.5
2024-06-30,6,402.5,-2.5,,375.0,389.2,-10.0,775.0
2024-06-30,7,452.8,-2.8,,480.0,377.5,-24.1,930.0
2024-06-30,8,382.0,-76.0,,690.0,605.8,-24.1,996.0
2024-06-30,9,297.8,-326.8,,857.7,498.1,-63.9,828.7
2024-06-30,10,201.5,-226.5,,572.725,543.5,-5.1,547.725
2024-06-30,11,104.0,-197.0,,782.325,309.1,-190.1,689.325
2024-06-30,12,,-526.0,-52.5,159.975,770.1,-21.6,-418.525
2024-06-30,13,,-526.0,,181.05,493.6,-25.6,-344.95
2024-06-30,14,,-617.0,-210.0,,278.8,-51.3,-827.0
2024-06-30,15,3.3,-143.3,,182.5,356.5,-184.6,42.5
2024-06-30,16,53.0,-1.0,-25.0,87.5,149.4,-138.8,114.5
2024-06-30,17,23.0,-8.0,,502.5,12.5,-549.4,517.5
2024-06-30,18,,,-743.639,,27.7,-493.7,-743.639
2024-06-30,19,77.5,-217.5,-1227.5,,176.0,-494.5,-1367.5
2024-06-30,20,607.8,-756.3,-180.95,,270.3,-848.8,-329.45
2024-06-30,21,173.5,-597.5,-903.335,,18.0,-876.1,-1327.335
2024-06-30,22,243.5,-561.5,-570.0,,121.5,-535.7,-888.0
2024-06-30,23,,-635.0,-457.5,,242.3,-330.1,-1092.5
2024-06-30,24,71.0,-351.0,-1070.875,,298.7,-57.5,-1350.875
