date,datetime,period,fase_2_price,fase_2_spread,fase_2_volume
2024-06-25,2024-06-25 04:00:00,5,85.65,-4.2,-1311.4
2024-06-25,2024-06-25 05:00:00,6,68.49,-4.51,-1314.7
2024-06-25,2024-06-25 06:00:00,7,77.3,-4.7,-1317.7
2024-06-25,2024-06-25 07:00:00,8,96.84,-1.36,-438.2
2024-06-25,2024-06-25 08:00:00,9,73.39,-1.38,-417.8
2024-06-25,2024-06-25 09:00:00,10,62.14,-2.76,-626.8
2024-06-25,2024-06-25 10:00:00,11,36.62,0.93,-255.4
2024-06-25,2024-06-25 11:00:00,12,36.06,1.04,-114.8
2024-06-25,2024-06-25 12:00:00,13,36.05,1.04,-123.2
2024-06-25,2024-06-25 13:00:00,14,35.92,0.91,-343.8
2024-06-25,2024-06-25 14:00:00,15,35.69,0.69,-661.1
2024-06-25,2024-06-25 15:00:00,16,33.72,-1.28,-294.7
2024-06-25,2024-06-25 16:00:00,17,33.83,-1.17,-262.3
2024-06-25,2024-06-25 17:00:00,18,35.42,0.4,-404.4
2024-06-25,2024-06-25 18:00:00,19,47.15,-1.84,-645.7
2024-06-25,2024-06-25 19:00:00,20,74.87,-2.13,-643.5
2024-06-25,2024-06-25 20:00:00,21,103.7,-1.3,-289.2
2024-06-25,2024-06-25 21:00:00,22,126.006,8.596,-264.4
2024-06-25,2024-06-25 22:00:00,23,125.644,8.834,-263.6
2024-06-25,2024-06-25 23:00:00,24,113.672,8.222,-262.0
2024-06-27,2024-06-27 00:00:00,1,100.43,-1.64,-698.8
2024-06-27,2024-06-27 01:00:00,2,96.86,-2.14,-931.6
2024-06-27,2024-06-27 02:00:00,3,99.64,-2.13,-931.3
2024-06-27,2024-06-27 03:00:00,4,100.99,-3.38,-1327.4
2024-06-27,2024-06-27 04:00:00,5,98.15,-3.62,-1407.8
2024-06-27,2024-06-27 05:00:00,6,95.75,-3.42,-1267.1
2024-06-27,2024-06-27 06:00:00,7,109.37,-3.35,-1264.4
2024-06-27,2024-06-27 07:00:00,8,119.72,-1.02,-501.7
2024-06-27,2024-06-27 08:00:00,9,114.56,-0.88,-485.1
2024-06-27,2024-06-27 09:00:00,10,100.72,-1.35,-725.6
2024-06-27,2024-06-27 10:00:00,11,97.14,-3.33,-774.8
2024-06-27,2024-06-27 11:00:00,12,73.03,-3.97,-773.5
2024-06-27,2024-06-27 12:00:00,13,64.98,-0.03,-0.6
2024-06-27,2024-06-27 13:00:00,14,65.37,0.62,-781.4
2024-06-27,2024-06-27 14:00:00,15,49.53,-1.57,-327.2
2024-06-27,2024-06-27 15:00:00,16,44.37,-1.29,-266.8
2024-06-27,2024-06-27 16:00:00,17,40.22,-2.23,-455.8
2024-06-27,2024-06-27 17:00:00,18,43.02,-2.04,-415.4
2024-06-27,2024-06-27 18:00:00,19,60.75,-2.68,-609.1
2024-06-27,2024-06-27 19:00:00,20,72.38,-3.01,-723.5
2024-06-27,2024-06-27 20:00:00,21,97.23,-2.52,-910.3
2024-06-27,2024-06-27 21:00:00,22,112.33,-3.72,-1203.9
2024-06-27,2024-06-27 22:00:00,23,114.45,-3.9,-1201.6
2024-06-27,2024-06-27 23:00:00,24,110.14,-4.58,-1258.8
2024-06-28,2024-06-28 00:00:00,1,96.01,-2.99,-1281.0
2024-06-28,2024-06-28 01:00:00,2,96.99,-3.01,-1281.1
2024-06-28,2024-06-28 02:00:00,3,95.41,-3.19,-1282.7
2024-06-28,2024-06-28 03:00:00,4,90.87,-3.17,-1283.3
2024-06-28,2024-06-28 04:00:00,5,90.32,-3.08,-1283.5
2024-06-28,2024-06-28 05:00:00,6,92.99,-2.82,-1114.1
2024-06-28,2024-06-28 06:00:00,7,96.89,-3.01,-1114.4
2024-06-28,2024-06-28 07:00:00,8,98.4,-1.76,-411.1
2024-06-28,2024-06-28 08:00:00,9,101.64,-1.86,-393.5
2024-06-28,2024-06-28 09:00:00,10,95.88,-2.72,-622.9
2024-06-28,2024-06-28 10:00:00,11,88.11,-3.89,-678.7
2024-06-28,2024-06-28 11:00:00,12,72.29,-3.81,-681.6
2024-06-28,2024-06-28 12:00:00,13,57.39,-2.6,-406.1
2024-06-28,2024-06-28 13:00:00,14,47.98,0.97,-5.1
2024-06-28,2024-06-28 14:00:00,15,44.16,-1.61,-237.5
2024-06-28,2024-06-28 15:00:00,16,36.76,-3.24,-626.4
2024-06-28,2024-06-28 16:00:00,17,31.77,-3.25,-590.3
2024-06-28,2024-06-28 17:00:00,18,31.81,-3.21,-630.3
2024-06-28,2024-06-28 18:00:00,19,47.34,-1.3,-194.0
2024-06-28,2024-06-28 19:00:00,20,85.03,-3.47,-986.3
2024-06-28,2024-06-28 20:00:00,21,91.12,-2.92,-903.6
2024-06-28,2024-06-28 21:00:00,22,103.09,-2.33,-593.2
2024-06-28,2024-06-28 22:00:00,23,110.96,-2.34,-592.4
2024-06-28,2024-06-28 23:00:00,24,103.14,-2.04,-439.8
2024-06-29,2024-06-29 00:00:00,1,87.0,-3.0,-1523.7
2024-06-29,2024-06-29 01:00:00,2,68.37,-3.23,-1524.6
2024-06-29,2024-06-29 02:00:00,3,44.46,-3.04,-1295.8
2024-06-29,2024-06-29 03:00:00,4,44.49,-3.01,-1295.8
2024-06-29,2024-06-29 04:00:00,5,44.28,-3.01,-1295.8
2024-06-29,2024-06-29 05:00:00,6,44.0,-3.01,-1295.8
2024-06-29,2024-06-29 06:00:00,7,44.33,-2.96,-1295.8
2024-06-29,2024-06-29 07:00:00,8,46.6,-3.6,-1472.7
2024-06-29,2024-06-29 08:00:00,9,44.38,-2.91,-1170.1
2024-06-29,2024-06-29 09:00:00,10,44.42,-2.2,-828.5
2024-06-29,2024-06-29 10:00:00,11,43.29,-1.77,-605.3
2024-06-29,2024-06-29 11:00:00,12,33.45,-1.57,-668.3
2024-06-29,2024-06-29 12:00:00,13,32.65,-2.36,-669.6
2024-06-29,2024-06-29 13:00:00,14,29.79,-5.21,-1356.2
2024-06-29,2024-06-29 14:00:00,15,3.08,-6.92,-1857.3
2024-06-29,2024-06-29 15:00:00,16,0.05,-1.45,-1431.8
2024-06-29,2024-06-29 16:00:00,17,4.32,-8.44,-1857.0
2024-06-29,2024-06-29 17:00:00,18,24.04,-7.82,-1974.3
2024-06-29,2024-06-29 18:00:00,19,32.58,-2.44,-628.5
2024-06-29,2024-06-29 19:00:00,20,44.24,-2.36,-611.2
2024-06-29,2024-06-29 20:00:00,21,71.5,-1.87,-420.0
2024-06-29,2024-06-29 21:00:00,22,100.44,-1.92,-439.3
2024-06-29,2024-06-29 22:00:00,23,104.15,-1.93,-439.3
2024-06-29,2024-06-29 23:00:00,24,98.99,-1.95,-439.2
2024-06-30,2024-06-30 00:00:00,1,98.64,-4.26,-1629.8
2024-06-30,2024-06-30 01:00:00,2,97.34,-4.36,-1696.5
2024-06-30,2024-06-30 02:00:00,3,96.91,-4.79,-1838.4
2024-06-30,2024-06-30 03:00:00,4,95.7,-6.0,-1848.1
2024-06-30,2024-06-30 04:00:00,5,94.9,-6.02,-1848.6
2024-06-30,2024-06-30 05:00:00,6,94.88,-6.04,-1849.1
2024-06-30,2024-06-30 06:00:00,7,93.69,-6.06,-1848.2
2024-06-30,2024-06-30 07:00:00,8,68.78,-4.59,-1844.8
2024-06-30,2024-06-30 08:00:00,9,43.64,-3.86,-1603.4
2024-06-30,2024-06-30 09:00:00,10,40.88,-3.13,-1281.7
2024-06-30,2024-06-30 10:00:00,11,31.77,-3.24,-1079.1
2024-06-30,2024-06-30 11:00:00,12,13.97,-9.02,-1940.3
2024-06-30,2024-06-30 12:00:00,13,3.84,-6.16,-1276.6
2024-06-30,2024-06-30 13:00:00,14,1.05,-3.44,-1204.3
2024-06-30,2024-06-30 14:00:00,15,0.0,-0.02,-967.8
2024-06-30,2024-06-30 15:00:00,16,0.0,0.0,-938.1
2024-06-30,2024-06-30 16:00:00,17,0.12,-0.82,-1008.9
2024-06-30,2024-06-30 17:00:00,18,0.83,-2.77,-1184.8
2024-06-30,2024-06-30 18:00:00,19,17.98,-9.45,-2087.5
2024-06-30,2024-06-30 19:00:00,20,44.75,-1.87,-394.1
2024-06-30,2024-06-30 20:00:00,21,57.37,-1.73,-456.3
2024-06-30,2024-06-30 21:00:00,22,99.65,-1.99,-478.8
2024-06-30,2024-06-30 22:00:00,23,101.31,-1.91,-478.6
2024-06-30,2024-06-30 23:00:00,24,98.98,-1.94,-478.5
